Language,Text
Malay,1 Setiap orang adalah berhak kepada kebebasan bergerak dan  bermastautin di dalam sempadan sesebuah negara   2 Setiap orang berhak meninggalkan mana mana negara termasuk  negaranya sendiridan kembali semula ke negaranya       Perkara
Mandarin,tiáo ㈠ rén rén zài gè guó jìng nèi yǒu quán zì yóu qiān xǐ hé jū zhù  ㈡ rén rén yǒu quán lí kāi rèn hé guó jiā  bāo kuò qí běn guó zài nèi  bìng yǒu quán fǎn huí tā de guó jiā  dì
Maori,Tekau ma toru a E whai tika ana ia tangata kia herekore ai te hāereere me te noho ki roto i ngā roherohenga o ia whenua b E whai tika ana ia tangata kia puta ki waho o tētahi whenua ahakoa ko tōna ake ā ki te hoki anō ki tōna whenua ake Rārangi
Nigerian Pidgin,1 Evri bodi get right to move go any wia for area or wi din di states for di kontri    2 Evri bodi get right to leave ani kontri plus hin own or go back hin kontri    ARTICLE
Norwegian,1 Enhver har rett til å bevege seg fritt og til fritt å velge oppholdssted  innenfor en stats grenser   2 Enhver har rett til å forlate et hvilket som helst land innbefattet sitt eget og  til å vende tilbake til sitt land   Artikkel
Occitan,Tota persona a lo drech de circular liurament e de causir sa residéncia a l interior d un Estat Tota persona a lo drech d abandonar tot país quitament lo sieu e de tornar dins son país Article
Polish,Każdy człowiek ma prawo swobodnego poruszania się i wyboru miejsca zamieszkania w granicach każdego Państwa Każdy człowiek ma prawo opuścić jakikolwiek kraj włączając w to swój własny i powrócić do swego kraju Artykuł
Portuguese,1Toda a pessoa tem o direito de livremente circular e escolher a sua residência no interior de um  Estado   2Toda a pessoa tem o direito de abandonar o país em que se encontra incluindo o seu e o direito  de regressar ao seu país     Artigo
Romanian,1 Orice persoană are dreptul de a circula în mod liber şi de a şi alege  reşedinţa în interiorul graniţelor unui stat  2 Orice persoană are dreptul de a părăsi orice ţară inclusiv a sa şi de  reveni în ţara sa  Articolul
Russian,Každyj čelovek imeet pravo svobodno peredvigatʹsja i vybiratʹ sebe mestožitelʹstvo v predelah každogo gosudarstva  Každyj čelovek imeet pravo pokidatʹ ljubuju stranu vključaja svoju sobstvennuju i vozvraŝatʹsja v svoju stranu  Statʹja
Samoan,1  O tagata taitoatasi uma e i ai lana aia tatau i le saolotoga e faimalaga solo ai ma aumau i  totonu o tuaoi o Malo taitasi  2  O tagata taitoatasi uma e i ai lana aia tatau e tuua ai so o se atunuu e aofia ai lona atunuu  moni ma le toe taliu i lona lava atunuu  Mataupu
Scots,1 Awbody hes the richt tae freedom o traivel and residence ben the mairches o aw  States    2 Awbody hes the richt tae win awa frae ony countrie includin his ain and tae win back  til his countrie    Airticle
Serbian,1 Svako ima pravo na slobodu kretanja i izbora stanovanja u granicama  pojedine države  2 Svako ima pravo da napusti bilo koju zemlju uključujući svoju vlastitu i da  se vrati u svoju zemlju  Član
Spanish,1 Toda persona tiene derecho a circular libremente y a elegir su residencia  en el territorio de un Estado   2 Toda persona tiene derecho a salir de cualquier país incluso el propio y  a regresar a su país   Artículo
Swahili,1 Kila mtu ana haki ya kwenda mahali anapotaka na kuishi katika kila nchi   2 Kila mmoja ana haki ya kuhama kutoka nchi yo yote hata nchi yake  mwenyewe na ana haki ya kurejea katika nchi yake   Kifungu cha
Swedish,1 Var och en har rätt att fritt förflytta sig och välja bostadsort inom varje stats gränser    2 Var och en har rätt att lämna varje land även sitt eget och att återvända till sitt land    Artikel
Tagalog,1 Ang bawat tao y may karapatan sa kalayaan ng pagkilos at paninirahan sa  loob ng mga hanggahan ng bawat estado   2 Ang bawat tao y may karapatang umalis sa alin mang bansa pati na sa  kanyang sarili at bumalik sa kanyang bansa   Artikulo
Tahitian,'E ti'amanara'a to te ta'ata ato'a i te araterehaere ma te ti'amā e i te 'imi i te hō'ē nohora'a no na i roto i te hō'ē Hau Fenua 'E ti'amanara'a to te ta'ata ato'a i te fa'aru'e i te 'ai'a i to na ato'a iho 'oia e i te ho'i fa'ahou mai i to na'ai'a 'IRAVA
Tongan,1 Oonse muntu ulaangulukide kweenda mbwayanda alimwi akukkala  kufumbwa mucisi  2 Oonse muntu ulaangulukide kuzwa kufumbwa mucisi kusanganizya acisi  cokwabo alimwi akupiluka kucisi cokwabo  Kapango
Turkish,1 Herkes herhangi bir devletin sınırları dahilinde serbestçe dolaşma ve  yerleşme hakkına haizdir   2 Herkes kendi memleketi de dahil herhangi bir memleketi terketmek ve  memleketine dönmek hakkına haizdir   Madde
Turkmen,1 Her bir adam her bir döwletiň çäginde erkin hereket etmäge we özüne  ýaşamaga ýer gözlemäge haklydyr 2 Her bir adam islendik ýurtdan şol sanda öz ýurdundan da çykyp gitmäge    we öz ýurduna ýene de dolanmaga haklydyr   Madda
Ukrainian,Kožna ljudyna maje pravo vilʹno peresuvatysja i obyraty sobi misce prožyvannja u mežax kožnoji deržavy Kožna ljudyna maje pravo pokynuty budʹ jaku krajinu vključajučy j svoju vlasnu i povertatysa u svoju krajinu Stattja
Uzbek,modda  1 Har bir inson har bir davlat hududida erkin yurish va o'ziga istiqomat joiyi  tanlash huquqiga egadir   2 Har bir inson har qanday mamlakatdan shu jumladan o'z mamlakatidan  chiqib ketish va o'z mamlakatiga qaytib kelish huquqiga egadir
Venda,(1) Muthu muṅwe na muṅwe u na pfanelo ya mbofholowo ya u tshimbila na vhudzulapo  nga ngomu mikanoni ya shango ḽiṅwe na ḽiṅwe    (2) Muthu muṅwe na muṅwe u na pfanelo ya u bva shangoni ḽiṅwe na ḽiṅwe ho katelwa  na ḽawe na u humela kha shango ḽawe    Tshiteṅwa
Welsh,1 Y mae gan bawb hawl i symud fel y mynnant ac i breswylio lle y mynnant  o fewn terfynau'r Wladwriaeth  2 Y mae gan bawb hawl i adael unrhyw wlad gan gynnwys eu gwlad eu  hunain a hawl i ddychwelyd iddi  Erthygl
Xhosa,1 Wonke umntu unelungelo lokuhamba nokuhlala phakathi kwemida  yasebuRhulumenteni   2 Wonke umntu unelungelo lokushiya nokuba leliphi ilizwe nelakhe  ngokunjalo kwaye aphinde abuyele kwelakhe ilizwe   Inqaku le
Yoruba,E̟nì kò̟ò̟kan ló ní è̟tó̟ láti rìn káàkiri ní òmìnira kí ó sì fi ibi tó bá wù ú s̟e ìbùgbé láàrin orílè̟ èdè rè̟ E̟nì kò̟ò̟kan ló ní è̟tó̟ láti kúrò lórílè̟ èdè yòówù kó jé̟ tó fi mó̟ orílè̟ èdè tirè̟ kí ó sì tún padà sí orílè̟ èdè tirè̟ nígbà tó bá wù ú Abala
Zulu,1 Wonke umuntu unelungelo lokuhamba ngenkululeko nokuhlala phakathi  kwemingcele ezungeze imibuso ehlukene   2 Wonke umuntu unelungelo lokushiya izwe lakhe futhi abuye abuyele kulo   Isigaba
