Language,Text
Hungarian,cikk   1 Minden személynek joga van békés célú gyülekezési és egyesülési szabadsághoz   2 Senkit sem lehet valamely egyesületbe való belépésre kőtelezni
Icelandic,grein Hverjum manni skal frjálst að eiga þátt í friðsamlegum fundahöldum og félagsskap Engan mann má neyða til að vera í félagi
Igbo,Onye o̟ bu̟la nwere ikike iji aka ya soro n o̟gbako̟ na otu O̟ di̟ghi̟ onye a da amanye isoro n otu o̟ bu̟la Nkeji edemede
Ilocano,1 Tunggal meysa adda kalinteganna nga makitipon tipon ken makitimpuyog  nga sikakapya  2 Awan ti siasinoman nga mabalin a piliten nga sumali ti meysa nga  timpuyog  Artikulo
Indonesian,1 Setiap orang mempunyai hak atas kebebasan berkumpul dan berserikat  secara damai   2 Tidak seorang pun boleh dipaksa untuk memasuki sesuatu perkumpulan   Pasal
Irish,1 Tá ag gach aon duine an ceart saoirse a bheith aige teacht ar tionól agus  gabháil le comhlachas go síocháinta     2 Ní fhéadfar iachall a chur ar dhuine ar bith a bheith páirteach le cumann    Airteagal
Italian,1  Ogni individuo ha diritto alla libertà di riunione e di associazione  pacifica   2  Nessuno può essere costretto a far parte di un associazione    Articolo
Javanese,1 Saben uwong nduweni hak ingatase hak bebas ngumpul lan gawe  paguyuban tanpa anane rudapeksan  2 Ora ana uwong siji wae kang kena dipeksa lumebu ing sawijining  pakumpulan /paguyuban  BAB
Kazakh,bap Ѕr adamnıњ beybit jïnalıstar jѕne assocïacïyaalardı ќђrw bostandıѓına ќђќıѓı bar Eşkimdi de belgili bir assocïacïyaѓa zorlıќpen kirgizwge bolmaydı
Kyrgyz,statʼja  1 Ar bir adam tynç çoğuluştar menen assosiasijalar erkindigine uquqtuu   2 Eç kim macburloo menen qandajdyr bir asssosiasijağa kirüügö tijiş  emes
Latvian,pants Ikvienam ir tiesìbas uz miermìlìgu sapulàu un asociâcijas brìvìbu Nevienu nedrìkst piespiest piederèt kâdai asociâcijai
Lithuanian,straipnis Kiekvienas žmogus turi teisę į taikių susirinkimų ir asociacijų laisvę Niekas negali būti verčiamas priklausyti kokiai nors asociacijai
Malagasy,Ny olon drehetra dia manan jo malalaka hivory sy hanana fikambanana mitandro ny filaminana Tsy misy olona azo terena hiditra amina fikambanana anankiray ANDININY FAHA
Malay,1 Setiap orang adalah berhak kepada kebebasan berhimpun secara aman  dan menubuhkan persatuan   2 Tiada sesiapa pun boleh dipaksa menjadi ahli mana mana pertubuhan   Perkara
Mandarin,tiáo ㈠ rén rén yǒu quán xiǎng yǒu hé píng jí huì hé jié shè de zì yóu  ㈡ rèn hé rén bù dé pò shǐ lì shǔ yú mǒu yī tuán tǐ  dì
Maori,Rua tekau a E whai tika ana ia tangata kia herekore ai āna huihuinga me ōna hononga b Kia kaua tētahi e ākina kia uru ki tētahi rōpū Rārangi
Nigerian Pidgin,1 Evri bodi get right and de free to get peace for group or assosiashun   2 Nobodi  fi force anibodi join ani assosiashun  ARTICLE
Norwegian,1 Enhver har rett til fritt å delta i fredelige møter og organisasjoner   2 Ingen må tvinges til å tilhøre en organisasjon   Artikkel
Occitan,Tota persona a drech a la libertat de reünion e d associacion pacificas Degun pòt pas èsser obligat de far partida d una associacion Article
Polish,Każdy człowiek ma prawo spokojnego zgromadzania i stowarzyszania się Nikogo nie można zmuszać do należenia do jakiegoś stowarzyszenia Artykuł
Portuguese,1Toda a pessoa tem direito à liberdade de reunião e de associação pacíficas   2Ninguém pode ser obrigado a fazer parte de uma associação     Artigo
Romanian,1 Orice persoană are dreptul la libertatea de întrunire şi de asociere  paşnică  2 Nimeni nu poate fi silit să făcă parte dintr o asociaţie  Articolul
Russian,Každyj čelovek imeet pravo na svobodu mirnyh sobranij i associacij  Nikto ne možet bytʹ prinuždaem vstupatʹ v kakuju libo associaciju  Statʹja
Samoan,1  O tagata taitoatasi uma e i ai le aia tatau i le saolotoga e faapotopoto filemu ai ma  faalapotopotoga  2  E leai se tagata e mafai ona faamalosia e avea ma se sui o se faalapotopotoga  Mataupu
Scots,1 Awbody hes the richt tae freedom o peacefu forgethering and association    2 Nane may be gart belang an associe    Airticle
Serbian,1 Svako ima pravo na slobodu mirnog okupljanja i udruživanja  2 Niko ne može biti primoran da pripada nekom udruženju  Član
Spanish,1 Toda persona tiene derecho a la libertad de reunión y de asociación  pacíficas   2 Nadie podrá ser obligado a pertenecer a una asociación   Artículo
Swahili,1 Kila mtu anayo haki ya kushiriki katika mkutano na chama kwa hali ya  amani   2 Mtu ye yote asilazimishwe kuwa manachama wa chama fulani   Kifungu cha
Swedish,1 Var och en har rätt till frihet i fråga om fredliga möten och sammanslutningar    2 Ingen får tvingas att tillhöra en sammanslutning    Artikel
Tagalog,1 Ang bawat tao y may karapatan sa kalayaan sa mapayapang  pagpupulong at pagsasamahan   2 Walang sino mang pipiliting sumapi sa isang kapisanan   Artikulo
Tahitian,'E ti'amanara'a to te ta'ata ato'a i te ti'amāra'a o te 'apo'ora'a e o te tā'ātira'a hau 'Eiaha roa te ta'ata ia fa'ahepohia no te fa'ao atu i roto i te hō'ē pupu tā'ātira'a 'IRAVA
Tongan,1 Muntu oonse ulaangulukide kuba mukabunga antela kubungana  kwaluumuno  2 Kunyina weelede kusungilizyigwa kuba mukabunga nkatayandi  Kapango
Turkish,1 Her şahıs saldırısız toplanma ve dernek kurma ve derneğe katılma  serbestisine maliktir   2 Hiç kimse bir derneğe mensup olmaya zorlanamaz       Madde
Turkmen,1 Her bir adam parahat ýygnanyşyklar we birleşmeler azatlygyna haklydyr 2 Hiç kim haýsydyr bir birleşmä girmäge mejbur edilip bilinmez Madda
Ukrainian,Kožna ljudyna maje pravo na svobodu myrnyx zboriv i asociacij Nixto ne može buty prymušenyj vstupaty do budʹ jakoji asociaciji Stattja
Uzbek,modda  1 Har bir inson osoyishda yiig'ilishlar va uyushmalar o'kazish (tuzish)  huquqiga egadir   2 Hech kim biror bir uyushmaga majburan kiritilish mumkin emas
Venda,(1) Muthu muṅwe na muṅwe u na pfanelo ya mbofholowo ya u kuvhangana nga mulalo  na nyanḓano    (2) A hu na ane a ḓo kombetshedzwa u vha muraḓo wa nyanḓano    Tshiteṅwa
Welsh,1 Y mae gan bawb hawl i ryddid ymgynnull a chymdeithasu heddychlon  2 Ni ellir gorfodi neb i berthyn i unrhyw gymdeithas  Erthygl
Xhosa,1 Wonke umntu unelungelo lenkululeko yeendibano zoxolo kunye  neentlanganiso zoxolo   2 Akukho namnye oya kunyanzeliswa ukuba abe lilungu lentlangano   Inqaku la
Yoruba,E̟nì kò̟ò̟kan ló ní è̟tó̟ sí òmìnira láti pé jo̟ pò̟ àti láti dara pò̟ mó̟ àwo̟n mìíràn ní àlàáfíà A kò lè fi ipá mú e̟nìké̟ni dara pò̟ mó̟ e̟gbé̟ kankan Abala
Zulu,1 Wonke umuntu unelungelo lokuhlanganyela ngokukhululeka  embuthanweni woxolo   2 Akekho oyophoqwa ukuba yilunga lenhlangano   Isigaba
