Language,Text
Finnish,artikla  24 artikla  24 artikla  24 artikla      Jokaisella on oikeus lepoon ja vapaa aikaan työajan järkevään rajoittamiseen  sekä määräaikaisiin palkallisiin lomiin    22225 artikla   5 artikla   5 artikla   5 artikla               1  Jokaisella on oikeus elintasoon joka on riittävä turvaamaan hänen ja  hänen perheensä terveyden ja hyvinvoinnin ravinnon vaatetuksen  asunnon lääkintähuollon ja välttämättömän yhteiskunnallisen huollon  osalta Jokaisella on myös oikeus turvaan työttömyyden sairauden  tapaturman leskeyden tai vanhuuden sekä muun hänen tahdostaan  riippumatta tapahtuneen toimeentulon menetyksen varalta      2  Äideillä ja lapsilla on oikeus erityiseen huoltoon ja apuun Kaikkien lasten  riippumatta siitä ovatko he syntyneet avioliitossa tai sen ulkopuolella  tulee nauttia samaa yhteiskunnan suojaa    26 artikla  26 artikla  26 artikla  26 artikla        1  Jokaisella on oikeus saada opetusta Opetuksen on oltava ainakin alkeis   ja perusopetuksen osalta maksutonta Alkeisopetuksen on oltava  pakollinen Teknistä ja ammattiopetusta on oltava yleisesti saatavilla ja  korkeamman opetuksen on oltava avoinna yhtäläisesti kaikille heidän  kykyjensä mukaan      2  Opetuksen on pyrittävä ihmisen persoonallisuuden täyteen kehittämiseen  sekä ihmisoikeuksien ja perusvapauksien kunnioittamisen  vahvistamiseen Sen tulee edistää ymmärtämystä suvaitsevaisuutta ja  ystävyyttä kaikkien kansakuntien ja kaikkien rotu  ja uskontoryhmien  kesken sekä pyrkiä edistämään Yhdistyneiden Kansakuntien toimintaa  rauhan ylläpitämiseksi      3  Vanhemmilla on ensisijainen oikeus valita heidän lapsilleen annettavan  opetuksen laatu    27 artikla  27 artikla  27 artikla  27 artikla        1  Jokaisella on oikeus vapaasti osallistua yhteiskunnan sivistyselämään  nauttia taiteista sekä päästä osalliseksi tieteen edistyksen mukanaan  tuomista eduista               2  Jokaisella on oikeus niiden henkisten ja aineellisten etujen suojaamiseen  jotka johtuvat hänen luomastaan tieteellisestä kirjallisesta tai taiteellisesta  tuotannosta    28 artikla  28 artikla  28 artikla  28 artikla      Jokaisella on oikeus sellaiseen yhteiskunnalliseen ja kansainväliseen  järjestykseen jonka puitteissa tässä julistuksessa esitetyt oikeudet ja  velvollisuudet voivat täysin toteutua    29 artikla  29 artikla  29 artikla  29 artikla        1  Jokaisella ihmisellä on velvollisuuksia yhteiskuntaa kohtaan koska vain  sen puitteissa hänen yksilöllisen olemuksensa vapaa ja täysi kehitys on  mahdollinen      2  Käyttäessään oikeuksiaan ja nauttiessaan vapauksiaan kukaan ei ole  muiden kuin sellaisten lailla säädettyjen rajoitusten alainen joiden  yksinomaisena tarkoituksena on turvata toisten oikeuksien ja vapauksien  tunnustaminen ja kunnioittaminen sekä moraalin julkisen järjestyksen ja  yleisen hyvinvoinnin oikeutetut vaatimukset kansanvaltaisessa  yhteiskunnassa      3  Näitä oikeuksia ja vapauksia ei missään tapauksessa saa käyttää vastoin  Yhdistyneiden Kansakuntien päämääriä ja periaatteita    30 artikla  30 artikla  30 artikla  30 artikla      Mitään tässä julistuksessa ei saa tulkita niin että valtio ryhmä tai yksityinen  henkilö voi sen perusteella katsoa oikeudekseen tehdä sellaista mikä voisi  hävittää tässä määriteltyjä oikeuksia ja vapauksia
French,Toute personne a droit au repos et aux loisirs et notamment à une limitation  raisonnable de la durée du travail et à des congés payés périodiques   Article
Frisian,Elk hat rjocht op rêst en frije tiid mei ynbegryp fan in ridlike beheining fan 'e arbeidstiid en periodike fakânsjes mei behâld fan lean  Kêst
Galician,Toda persoa ten dereito ó descanso ó gozo do tempo libre a unha limitación razoable da duración do traballo e a vacacións periódicas pagadas  Artigo
German,Jeder hat das Recht auf Erholung und Freizeit und insbesondere auf eine vernünftige  Begrenzung der Arbeitszeit und regelmäßigen bezahlten Urlaub  Artikel
Hawaiian,Ua noa i nā kānaka apau ka ho’omaha a me ka luana ‘ana a me nā hola hana i kaupalena pono ‘ia a e uku ‘ia o ia no kekahi mau lā nui o ka makahiki  Paukū
Hungarian,cikk   Minden személynek joga van a pihenésre és szabadidőre beleértve a munkaidő ésszerű  korlátozását és az időszakos fizetett szabadságot
Icelandic,grein Hverjum manni ber réttur til hvíldar og tómstunda og telst þar til hæfileg takmörkun vinnutíma og reglubundið orlof að óskertum launum
Igbo,Onye o̟ bu̟la nwere ikike ezumike na oge ezumike tinyere mkpebi doro anya nke oge o̟̟ru̟ ya na oge ezumike n afo̟ nke i̟kwu̟ u̟gwo̟ ga esokwa  Nkeji edemede
Ilocano,Kalintegan iti tunggal maysa ti aginana ken agliwliwa agraman ti nainkalintegan a  naikeddeng nga oras ti panagtrabaho ken adda bayad dagiti aldaw ti piesta      Artikulo
Indonesian,Setiap orang berhak atas istirahat dan liburan termasuk pembatasan  pembatasan jam kerja yang layak dan hari libur berkala dengan menerima upah   Pasal
Irish,Tá ag gach uile dhuine an ceart ar scíth agus fóillíocht lena n áirítear teora  réasúnach le huaireanta oibre máille le laethanta saoire tréimhsiúla le pá    Airteagal
Italian,Ogni individuo ha diritto al riposo ed allo svago comprendendo in ciò una  ragionevole limitazione delle ore di lavoro e ferie periodiche retribuite    Articolo
Javanese,Saben uwong nduwe hak ngaso lan libur kelebu pranataning wanci nyambut  gawe kang murwat lan dina libur kang pantes kanthi wewaton tumata lan tetep  nampa  opah/pituwasing karya      BAB
Kazakh,bap Ѕr adam tınıѓwѓa jѕne mѕdenï demalwѓa onıњ işinde aќılѓa ќonımdı şektewli jђmıs kџnine jѕne merzimdi aќılı demalısќa kђќılı
Kyrgyz,statʼja  Ar bir adam es aluuğa cana boş uwaqytqa ee boluuğa uquqtuu anyn içine  cumuş künün aqylğa syjarlyq çektöö cana aqy tölönüüçü mezgil mezgili  menen otpusk aluu uquğu kiret
Latvian,pants Ikvienam ir tiesìbas uz atpútu un brìvo laiku ieskaitot saprâtìgu darbadienas ierobeýojumu un apmaksâtu periodisku atvaîinâjumu
Lithuanian,straipsnis Kiekvienas žmogus turi teisę į poilsį ir laisvalaikį ir ypač teisę į pagrįstą darbo laiko apribojimą ir periodines apmokamas atostogas
Malagasy,Manan jo hiala sasatra sy hiala voly ny olon drehetra Tokony ho ferana ara drariny ny fotoam piasana ary handraisana karama ny fialan tsasatra amin izany  ANDININY FAHA
Malay,Setiap orang adalah berhak kepada rihat dan masa lapang termasuk batasan  munasabah keatas masa bekerja dan cuti bergaji yang berkala   Perkara
Mandarin,tiáo rén rén yǒu xiǎng yǒu xiū xī hé xián xiá de quán lì  bāo kuò gōng zuò shí jiān yǒu hé lǐ xiàn zhì hé dìng qī gěi xīn xiū jiǎ de quán lì  dì
Maori,Rua tekau ma wha E whai tika ana ia tangata ki te whakatā ki te whakangahau hoki me whakarite ngā hāora mahi kia pēnei me whakawhiwhi hoki he wā hararei e utua ana Rārangi
Nigerian Pidgin,Evri bodi get right to rest and relax wit activities plus small hours for work and public holiday wit  moni  ARTICLE
Norwegian,Enhver har rett til hvile og fritid herunder rimelig begrensning av arbeidstiden og  regelmessige ferier med lønn   Artikkel
Occitan,Tota persona a drech al repaus e als lesers e particularament a una limitacion rasonabla de la durada del trabalh e a de vacanças periodicas pagadas  Article
Polish,Każdy człowiek ma prawo do urlopu i wypoczynku włączając w to rozsądne ograniczenie godzin pracy i okresowe płatne urlopy  Artykuł
Portuguese,Toda a pessoa tem direito ao repouso e aos lazeres especialmente a uma limitação razoável da  duração do trabalho e as férias periódicas pagas     Artigo
Romanian,Orice persoană are dreptul la odihnă şi recreaţie inclusiv la o limitare rezonabilă  a zilei de muncă şi la concedii periodice plătite  Articolul
Russian,Každyj čelovek imeet pravo na otdyh i dosug vključaja pravo na razumnoe ograničenie rabočego dnja i na oplačivaemyj periodičeskij otpusk  Statʹja
Samoan,O tagata taitoatasi uma e i ai lana aia tatau e malolo ai ma taimi paganoa e aofia ai tapulaa talafeagai  o itula galue ma aso malolo faavaitaimi faatasi ai ma totogi  Mataupu
Scots,Awbody hes the richt tae saucht and leisure includin wyce stents on wark oors and  periodic time aff wi pey    Airticle
Serbian,Svako ima pravo na odmor i razonodu uključujući razumno ograničenje radnog  vremena i povremeni plaćeni odmor  Član
Spanish,Toda persona tiene derecho al descanso al disfrute del tiempo libre a una  limitación razonable de la duración del trabajo y a vacaciones periódicas  pagadas   Artículo
Swahili,Kila mtu ana haki ya kupumzika na kufanya kazi kwa kiasi cha saa zinazostahili  Pia ana haki ya kupata likizo kwa vipindi na kupokea mshahara kama vile  angekuwa kazini   Kifungu cha
Swedish,Var och en har rätt till vila och fritid innefattande skälig begränsning av arbetstiden samt regelbunden  betald ledighet    Artikel
Tagalog,Ang bawat tao y may karapatan sa pamamahinga at paglilibang kasama ang  mga makatwirang pagtatakda ng mga oras ng paggawa at may sahod sa mga  pana panahong pista opisyal   Artikulo
Tahitian,'E ti'amanara'a to te ta'ata ato'a i te fa'aeaeara'a 'ohipa e i te mau fa'a'ana'anatae ra'a i te hō'ē ihoa rā ha'apotora'a au ti'a i te taime ravera'a 'ohipa e i te 'aufauhia i te mau fa'afa'aeara'a 'ohipa i fa'au area hia  'IRAVA
Tongan,Muntu oonse ulaangulukide kupumuna akulyookezya kubeleka kusanganizya  kupegwa mawoolo ayelede ciindi cakubeleka alimwi akubbadelwa mali waunka  kukupumuna kwa mazuba manji  Kapango
Turkish,Her şahsın dinlenmeye eğlenmeye bilhassa çalışma müddetinin makul surette  sınırlandırılmasına ve muayyen devrelerde ücretli tatillere hakkı vardır       Madde
Turkmen,Her bir adam iş gününiň göwnejaý çäklendirilmeginiň hasabyna wagtly wagtyna   we tölegli zähmet rugsadyna çykmaga hem de dynç wagtynyň bolmagyna    haklydyr Madda
Ukrainian,Kožna ljudyna maje pravo na vidpočynok i dozvillja vključajučy pravo na rozumne obmežennja robočovo dnja ta na oplačuvanu periodyčnu vidpustku  Stattja
Uzbek,modda  Har bir inson dam olish va bo'sh vaqt huquqiga jumladan ish vaqtini oqilona  qisqartirish hamda haq to'landigan davriy ta'til olish huquqiga egadir
Venda,Muthu muṅwe na muṅwe u na pfanelo ya u awela na u ḓigeḓa hu tshi katelwa awara dzo  pimiwaho dza u shuma na u awela ho tiwaho hu re na muholo     Tshiteṅwa
Welsh,Y mae gan bawb hawl i orffwys a hamdden gan gynnwys cyfyngiad rhesymol ar  oriau gwaith ac i wyliau cyfnodol gyda thâl  Erthygl
Xhosa,Wonke umntu unelungelo lokuphumla nokuba nexesha lokuphola kunye  namaxesha avumelekileyo okusebenza namaxesha eholide ezuza umvuzo   Inqaku la
Yoruba,E̟nì kò̟ò̟kan ló ní è̟tó̟ sí ìsinmi àti fàájì pè̟lú àkókò tí kò pò̟ jù lé̟nu is̟é̟ àti àsìkò ìsinmi lé̟nu is̟é̟ láti ìgbà dé ìgbà tí a ó sanwó fún  Abala
Zulu,Wonke umuntu unelungelo lokuphumula nokungcebeleka kuhlangene  nemikhawuko yamahora okusebenza namakhefu akhokhelwayo ezikhathini  ezithize   Isigaba
