Language,Text
Hawaiian,Ua noa i nā kānaka apau ka pono kīvila o ka hana ke ‘ano kūpono o ka hana a me ka palekana i ka nele i ka hana ‘ole Ua noa i nā kānaka apau me ka ho’okae ‘ole ka uku ho’okahi i kūlike i ka hana ho’okahi Ua noa i nā kānaka hana apau ka uku kaulike e pono ai ka noho ‘ana ona a me kona ‘ohana i kū i ka hanohano kanaka a inā he pono e kūpale ‘ia e ka lawelawe kaiāulu Ua noa i nā kānaka apau ka ho’okumu a me ke komo ‘ana i nā uniona kālepa i palekana ai kona pono Paukū
Hungarian,cikk   1 Minden személynek joga van a munkához a munka szabad megválasztásához a  méltányos és kielégítő munkafeltételekhez és a munkanélküliség elleni védelemhez   2 Az egyenlő munkáért mindenkinek bármilyen megkülönböztetés nélkül egyenlő bérhez  van joga   3 Mindenkinek aki dolgozik olyan méltányos és kielégítő fizetéshez van joga amely  számára és családja számára az emberi méltóságnak megfelelő létet biztosít és amelyet  megfelelő esetben a szociális védelem összes egyéb eszközei egészítenek ki   4 Minden személynek joga van a pihenéshez a szabad időhöz nevezetesen a munka  időtartamának ésszerű korlátozásához valamint az időszakonkénti fizetett szabadsághoz
Icelandic,grein Hver maður á rétt á atvinnu að frjálsu vali á réttlátum og hagkvænum vinnuskilyrðum og á vernd gegn atvinnuleysi Hverjum manni ber sama greiðsla fyrir sama verk án manngreinarálits Allir menn sem vinnu stunda skulu bera úr býtum réttlátt og hagstætt endurgjald er tryggi þeim og fjölskyldum þeirra mannsæm lífskjör Þeim ber og önnur félagsleg vernd ef þörf krefur Hver maður má stofna til stéttarsamtaka og ganga í þau til verndar hagsmunum sínum
Igbo,Onye o̟ b̟ula nwere ikike i̟ru̟ o̟ru̟ iji aka ya ho̟ro̟ o̟ru̟ o̟ ga aru ino̟ n o̟no̟du̟ o̟ru̟ ndi ruuru ya ma di̟kwa mma na inweta nchedo site n o̟no̟du̟ enweghio̟ru̟ Onye o̟ bu̟la n enweghi i̟kpa oke o̟ bu̟la nwere ikike i̟nata u̟gwo̟ nha anya kwesiri o̟ru̟ ya Onye o̟ bu̟la na aru̟ o̟ru̟ nwere ikike i̟nata akwu̟mu̟gwo̟ ruuru ya ma di̟̟kwa mma nke ga eme ka ya na ezi na u̟lo̟ ya nwee obidi ndu̟ kwesiri ugwu mmadu̟ nke a gbakwunyere ma o̟ di̟ mkpa ihe ndi o̟zo̟ e ji echedo ndu̟ n obodo Onye o̟ bu̟la nwere ikike i̟malite na ibanye n otu ndi o̟ru̟ maka nchedo ihe ndi gbasara ya Nkeji edemede
Ilocano,1 Tunggal meysa kalinteganna ti agtrabaho nga agpili iti pagsapulan iti  umno ken mayannugot nga kasasaad ti panagtrabaho ken  panakasalaknib a maibusor iti kaawan a panggedan  2 Awan ti siasinoman nga maidaddaduma kalintegan ti tunggal meysa iti  agpapada nga bayad ken agpapada nga panagtrabaho  3 Iti tunggal meysa nga makitegged adda kalinteganna iti rumbeng ken  naan anay a bayad nga makaanay iti bagina ken ti pamilyana iti maikari a  kinatakneng ti panagbiag ken nasken nga adda pay sabsabali nga  pamuspusan a mangsalaknib ti gimong  4 Kalintegan iti tunggal meysa iti mangbukel ken makikaddua nga  makipagkeykeysa kadagiti mangmangged tapno masalakniban ti  pagimbaganna  Artikulo
Indonesian,1 Setiap orang berhak atas pekerjaan berhak dengan bebas memilih  pekerjaan berhak atas syarat syarat perburuhan yang adil serta baik dan  berhak atas perlindungan dari pengangguran   2 Setiap orang tanpa diskriminasi berhak atas pengupahan yang sama  untuk pekerjaan yang sama   3 Setiap orang yang melakukan pekerjaan berhak atas pengupahan yang  adil dan baik yang menjamin kehidupannya dan keluarganya suatu  kehidupan yang pantas untuk manusia yang bermartabat dan jika perlu  ditambah dengan perlindungan sosial lainnya   4 Setiap orang berhak mendirikan dan memasuki serikat serikat pekerja  untuk melindungi kepentingannya   Pasal
Irish,1   Tá ag gach aon duine an ceart ar obair ar shaor rogha maidir le  fostaíocht ar choinníollacha oibre atá cóir agus fábhartha agus ar  chosaint i gcoinne na dífhostaíochta    2   Tá ag gach aon duine gan idirdhealú ar bith an ceart ar an bpá  comhionann le haghaidh na hoibre comhionainn     3    Pé duine a dhéanann obair tá an ceart aige ar luach saothair cóir sásúil  a chinntaíonn go mbeidh aige féin agus ag a theaghlach cóir  mhaireachtana atá oiriúnach do dhínit an duine agus ina theannta  sin más gá é trí mhodhanna eile coimirce sóisialta a bheith aige    4   Tá ag gach aon dhuine an ceart ceardchumann a bhunú agus gabháil  le ceardchumainn chun a chuid leasa a chosaint     Airteagal
Italian,1  Ogni individuo ha diritto al lavoro alla libera scelta dell impiego a  giuste e soddisfacenti condizioni di lavoro ed alla protezione contro la  disoccupazione   2  Ogni individuo senza discriminazione ha diritto ad eguale retribuzione  per eguale lavoro   3  Ogni individuo che lavora ha diritto ad una rimunerazione equa e  soddisfacente che assicuri a lui stesso e alla sua famiglia una  esistenza conforme alla dignità umana ed integrata se necessario da  altri mezzi di protezione sociale   4  Ogni individuo ha diritto di fondare dei sindacati e di aderirvi per la  difesa dei propri interessi    Articolo
Javanese,1 Saben uwong anduweni hak pagawean hak bebas milih pagawean darbe  hak anane syarat syarat nyambutgawe kanthi adil lan nguwohake  kauntungan sarta nduweni hak ingayoman ing kahanane naliko ora  nyambutgawe/nganggur  2 Saben uwong kanthi ora kabedak bedakake darbe hak ingatase pituwas  (opah asil) kang padha tumrap pagawean kang padha  3 Saben uwong kang nglakoni pagaweyan nduweni hak nampa opah/asil  kang adil lan nguntungake/bathi kang nanggung bisane dadi panguripan  kang murwat kanggo dhiri pribadi lan ugo marang kaluwargane lan  manawa ana wigatine katambah ing lindhungan kaperluwan sosial liyane  4 Saben uwong darbe hak nggawa lan ngleboni paguyuban paguyuban  pegawe kanggo ngayomi kaperluane  BAB
Kazakh,bap Ѕr adamnıњ eњbek etwge јђmıs tџrin erkin taњdawѓa ѕdil jѕne ќolaylı eњbek jaѓdayına jђmıssızdıќtan ќorѓalwına ќђќıѓı bar Ѕr adamnıњ ќђndılıѓı teњ eњbegi џşin nendey bir kemsitwsiz teњ eњbek aќı alwına ќђќıѓı bar Jђmıs istep jџrgen ѕr adam љziniњ jѕne otbasınıњ ılayıќtı љmir sџrwin ќamtamasız etetindey ѕdil jѕne ќanaѓattanarlıќ jѕne ќajet bolѓan kezde basќa ѕlewmettik ќamsızdandırw ќђraldarı arќılı tolıќtırılıp otıratın sıy sïyapatќa ќђќılı Ѕr adam kѕsipodaќtarın ќђrwѓa jѕne љz mџddelerin ќorѓaw џşin kѕsipodaќtarına kirwge ќђќılı
Kyrgyz,statʼja  1 Ar bir adam emgektenüügö işti erkin tañdap aluuğa emgektin adilettüü  cana ylajyqtuu şarttaryna ee boluuğa cana cumuşsuzduqtan qorğoluuğa  uquqtuu  2 Ar bir adam qandajdyr bir kemsintüülörsüz birdej emgek üçün birdej  aqy aluuğa uquqtuu  3 Ar bir iştegen adam anyn özü cana üj bülösü üçün adamdyn tatyqtuu  caşoosun qamsyz qyla turğan adilettüü cana qanaattandyraarlyq  oşondoj ele zaryl bolğondo sosialdyq qamsyz qyluunun başqa  qaracattary menen toluqtala turğan aqy aluuğa uquqtuu   4 Ar bir adam kesipçilik sojuzdardy tüzüügö cana öz talamdaryn qorğoo  üçün kesipçilik sojuzdarğa kirüügö uquqtuu
Latvian,pants Ikvienam ir tiesìbas uz darbu uz brìvu darba izvèli uz taisnìgiem un labvèlìgiem darba apstâkîiem un uz aizsardzìbu pret bezdarbu Ikvienam bez jebkâdas diskriminâcijas ir tiesìbas uz vienâdu atlìdzìbu par lìdzvèrtìgu darbu Katram strâdâjoøam ir tiesìbas uz taisnìgu un pienâcìgu darba algu kas nodroøina cilvèka cienìgu dzìvi viðam un viða åimenei Nepiecieøamìbas gadìjumâ tâ jâpapildina ar citiem sociâlâs nodroøinâøanas lìdzekîiem Katram ir tiesìbas dibinât arodbiedrìbas un iestâties tajâs savu intereøu aizsardzìbai
Lithuanian,straipsnis Kiekvienas žmogus turi teisę į darbą į laisvą darbo pasirinkimą į teisingas ir tinkamas darbo sąlygas ir į apsaugą nuo nedarbo Visi žmonės be jokios diskriminacijos turi teisę į lygų apmokėjimą už lygiavertį darbą Kiekvienas darbo žmogus turi teisę į teisingą ir patenkinamą atlyginimą garantuojantį žmogaus orumo vertą egzistavimą jam pačiam ir jo šeimai ir papildomą kai reikia visomis kitomis socialinės apsaugos lėšomis Kiekvienas žmogus turi teisę kartu su kitais steigti profesines sąjungas ar stoti į jas savo interesams ginti
Malagasy,Manan jo hanana asa ny olon drehetra hifidy izay asa tiany ka amim pitoviana sy ara drariny no hanaovana izany Manan jo ho arovana amin ny tsy fananan asa koa izy Ny olon drehetra dia manan jo hahazo karama mitovy amin ny asa mitovy ka tsy asiana fanavakavahana izany Izay miasa dia manan jo hahazo karama ara drariny hahafahany mivelona sy mamelona ny ankohonany araka ny tokony ho izy Fidiram bola ampiana fiarovana ara tsosialy raha misy izany Manan jo hanorina na hiditra amina sendika ihany koa ny tsirairay mba hiarovany ny zony ANDININY FAHA
Malay,1 Setiap orang adalah berhak kepada pekerjaan kepada pemilihan  pekerjaannya secara bebas kepada keadaan keadaan pekerjaan yang  adil dan berfaedah baginya dan kepada perlindungan daripada  pengangguran   2 Setiap orang tanpa sebarang pembezaan adalah berhak kepada  penggajian yang sama bagi kerja yang sama   3 Setiap orang yang bekerja adalah berhak kepada pembayaran saraan  yang adil dan berfaedah baginya yang mana mempastikan buat diri dan  keluarganya suatu kehidupan sesuai dengan kemuliaan manusia dan  yang mana ditambah jika pertu oleh cara cara perlindungan sosial yang  lainnya   4 Setiap orang berhak menubuh dan menjadi ahli kesatuan sekerja bagi  memperlindungi kepentingan kepentingannya   Perkara
Mandarin,tiáo ㈠ rén rén yǒu quán gōng zuò  zì yóu xuǎn zé zhí yè  xiǎng shòu gōng zhèng hé hé shì de gōng zuò tiáo jiàn bìng xiǎng shòu miǎn yú shī yè de bǎo zhàng  ㈡ rén rén yǒu tóng gōng tóng chóu de quán lì  bù shòu rèn hé qí shì  ㈢ měi yī gè gōng zuò de rén  yǒu quán xiǎng shòu gōng zhèng hé hé shì de bào chóu  bǎo zhèng shǐ tā běn rén hé jiā shǔ yǒu yī gè fú hé rén de shēng huó tiáo jiàn  bì yào shí bìng fǔ yǐ qí tā fāng shì de shè huì bǎo zhàng  ㈣ rén rén yǒu wéi wéi hù qí lì yì ér zǔ zhī hé cān jiā gōng huì de quán lì  dì
Maori,Rua tekau ma toru a E whai tika ana ia tangata ki te whai mahi ki te whai herekore i te momo mahi e pīrangitia ana kia tika kia pai hoki ngā āhuatanga o te mahi ā kia tiakina i te kore mahi b E whai tika ana ia tangata me te kore whakatoihara kia utua ki te utu taurite mō te mahi taurite c E whai tika ana ia tangata e mahi ana kia utua rātau ki tētahi utu e tika ana e pai ana e tū tangata ai rātau me ō rātau whānau ā me tāpiri atu he momo āwhina ā hapori memehea e hiahiatia ana d E whai tika ana ia tangata ki te whakatū ki te whakauru atu rānei ki tētahi rōpū kaimahi e tiakina ai ō rātau take  Rārangi
Nigerian Pidgin,1 Evri bodi get right to work and to choose ani kain work wey go well wit am and to protect  dem if work no de    2 Evri bodi get right mek di work and di pay de ekwal witout ani pashia      3 Ani bodi wey de work get right to kolekt moni for hin sef and hin famili as sign say hin de  work    4 Evri bodi get right to form and join trade union so as to protect hin interest  ARTICLE
Norwegian,1 Enhver har rett til arbeid til fritt valg av yrke til rettferdige og gode  arbeidsforhold og til beskyttelse mot arbeidsløshet   2 Enhver har uten diskriminering rett til lik betaling for likt arbeid   3 Enhver som arbeider har rett til en rettferdig og god betaling som sikrer  hans familie og ham selv en menneskeverdig tilværelse og som om  nødvendig blir utfylt ved annen sosial beskyttelse   4 Enhver har rett til å danne og gå inn i fagforeninger for å beskytte sine  interesser   Artikkel
Occitan,Tota persona a drech al trabalh a la causida liura de son emplec dins de condicions equitablas e satisfasentas de trabalh e a la proteccion contra lo caumatge Tota persona a drech sense cap de discriminacion a un salairi egal per un trabalh egal Tota persona que trabalha a drech a una paga equitabla e satisfasenta que li assegure a ela emai a la familha una existéncia confòrma a la dignitat umana e que serà completada se per cas es necessari per totes los autres mejans de proteccion sociala Tota persona a lo drech de fondar ambe d autres de sindicats e de se sindicar per defendre sos interèsses Article
Polish,Każdy człowiek ma prawo do pracy do swobodnego wyboru pracy do odpowiednich i zadowalających warunków pracy oraz do ochrony przed bezrobociem Każdy człowiek bez względu na jakiekolwiek różnice ma prawo do równej płacy za równą pracj Każdy pracujący ma prawo do odpowiedniego i zadowalającego wynagrodzenia zapewniającego jemu i jego rodzinie egzystencję odpowiadającą godności ludzkiej i uzupełnianego w razie potrzeby innymi środkami pomocy społecznej Każdy człowiek ma prawo do tworzenia związków zawodowych i do przystępowania do związków zawodowych dla ochrony swych interesów Artykuł
Portuguese,1Toda a pessoa tem direito ao trabalho à livre escolha do trabalho a condições equitativas e  satisfatórias de trabalho e à protecção contra o desemprego   2Todos têm direito sem discriminação alguma a salário igual por trabalho igual   3Quem trabalha tem direito a uma remuneração equitativa e satisfatória que lhe permita e à sua  família uma existência conforme com a dignidade humana e completada se possível por todos os  outros meios de protecção social   4Toda a pessoa tem o direito de fundar com outras pessoas sindicatos e de se filiar em sindicatos  para defesa dos seus interesses     Artigo
Romanian,1 Orice persoană are dreptul la muncă la libera alegere a muncii sale la  condiţii echitabile şi satisfăcătoare de muncă precum şi la ocrotirea  împotriva şomajului      2 Toţi oamenii fară nici o discriminare au dreptul la salariu egal pentru  muncă egală  3 Orice om care munceşte are dreptul la o retribuire echitabilă şi  satisfăcătoare care să i asigure atît lui cît şi familiei sale o existenţă  conformă cu demnitatea umană şi completată la nevoie prin alte mijloace  de protecţie socială  4 Orice persoană are dreptul de a întemeia sindicate şi de a se afilia la  sindicate pentru apărarea intereselelor sale   Articolul
Russian,Každyj čelovek imeet pravo na trud na svobodnyj vybor raboty na spravedlivye i blagoprijatnye uslovija truda i na zaŝitu ot bezraboticy  Každyj čelovek bez kakoj libo diskriminacii imeet pravo na ravnuju oplatu za ravnyj trud  Každyj rabotajuŝij imeet pravo na spravedlivoe i udovletvoritelʹnoe voznagraždenie obespečivajuŝee dostojnoe čeloveka suŝestvovanie dlja nego samogo i ego semʹi i dopolnjaemoe pri neobhodimosti drugimi sredstvami socialʹnogo obespečenija  Každyj čelovek imeet pravo sozdavatʹ professionalʹnye sojuzy i vhoditʹ v professionalʹnye sojuzy dlja zaŝity svoih interesov  Statʹja
Samoan,1  O tagata taitoatasi uma e i ai lana aia tatau i galuega ma le filifiliga saoloto o se galuega i  tulaga sagatonu ma le lelei o galuega ma i puipuiga e faasaga agai i le leai o ni galuega 2  O tagata taitoatasi uma e aunoa ma so o se faiga faailoga tagata e i ai lana aia tatau i totogi e  tutusa ma le tulaga o galuega ua faatinoina  3  O tagata taitoatasi uma o ia lea o lo o galue e i ai lana aia tatau i totogi sagatonu ma lelei ua  faamaonia e maua ai e ia ma lona aiga se soifuaga talafeagai ma lelei i ona tulaga aloaia faale   tagata soifua ma faaopoopoina atu pe afai ua talafeagai i nisi o auala mo faamanuiaga mo le  puipuiga malu o tagata lautele  4  O tagata taitoatasi uma e i ai lana aia tatau i le tuufaatasia ma auai ai i faalapotopotoga  tuufaatasi a tagata faigaluega mo le puipuia o ana aia tatau  Mataupu
Scots,1 Awbody hes the richt tae hae wark free choice o employ fair and guid tids o wark  and security gin wark gaes wantin    2 Awbody wi nae ony discrimination hes the richt tae equal pey for equal wark    3 Awbody in wark hes the richt tae fair and guid pey that maks siccar for himsel and his  faimily an existence worthy o human dignity and hae it eikit til if necessar wi ither  means o social beild    4 Awbody hes the richt tae mak and tae jyne trade unions for the beild o his interests    Airticle
Serbian,1 Svako ima pravo na rad na slobodan izbor zaposlenja na pravične i  zadovoljavajuće uslove rada i na zaštitu od nezaposlenosti  2 Svako bez ikakve razlike ima pravo na jednaku platu za jednaki rad  3 Svako ko radi ima pravo na pravednu i zadovoljavajuću naknadu koja  njemu i njegovoj porodici obezbedjuje egzistenciju koja odgovara ljudskom  dostojanstvu i koja će ako bude potrebno biti upotpunjena drugim  sredstvima socijalne zaštite  4 Svako ima pravo da obrazuje i da stupi u sindikate radi zaštite svojih  interesa  Član
Spanish,1 Toda persona tiene derecho al trabajo a la libre elección de su trabajo a  condiciones equitativas y satisfactorias de trabajo y a la protección contra  el desempleo  2 Toda persona tiene derecho sin discriminación alguna a igual salario por  trabajo igual   3 Toda persona que trabaja tiene derecho a una remuneración equitativa y  satisfactoria que le asegure así como a su familia una existencia  conforme a la dignidad humana y que será completada en caso  necesario por cualesquiera otros medios de protección social   4 Toda persona tiene derecho a fundar sindicatos y a sindicarse para la  defensa de sus intereses   Artículo
Swahili,1 Kila mtu ana haki ya kufanya kazi ya kuchagua kazi aipendayo ya  kuchagua kazi yenye masharti mazuri na ana haki ya kulindwa asikose  kazi   2 Kila mtu ana haki ya kupata mshahara sawa na wengine wenye kazi ya  namna moja bila ubaguzi       3 Kila mfanya kazi anayo haki ya kupata mshahara wa kufaa na  unaopendeza utakao mwezesha yeye mwenyewe pamoja na jamaa yake  kuishi katika hali bora na ahifadhiwe ikiwa lazima  maisha yake kwa njia  nyingine   4 Kila mtu anayo haki ya kuunda au kujiunga na chama cho chote cha  wafanya kazi kwa ajili ya kulinda haki zake za kazi   Kifungu cha
Swedish,1 Var och en har rätt till arbete fritt val av sysselsättning rättvisa och tillfredsställande arbetsförhållanden  samt till skydd mot arbetslöshet    2 Var och en har utan diskriminering rätt till lika lön för lika arbete    3 Var och en som arbetar har rätt till en rättvis och tillfredsställande ersättning som ger honom eller henne  och hans eller hennes familj en människovärdig tillvaro och som vid behov kan kompletteras med andra  medel för socialt skydd    4 Var och en har rätt att bilda och ansluta sig till fackföreningar för att värna sina intressen    Artikel
Tagalog,1 Ang bawat tao y may karapatan sa paggawa sa malayang pagpili ng  mapapasukang hanapbuhay sa makatarungan at kanais nais na mga  kalagayan sa paggawa at sa pangangalaga laban sa kawalang  mapapasukang hanap buhay   2 Ang bawat tao y may karapatan sa kapantay na bayad ng kapantay na  gawain nang walang ano mang pagtatangi   3 Ang bawat taong gumagawa ay may karapatan sa makatarungan at  nababatay sa kabayarang tumitiyak sa kanyang sarili at sa kanyang  pamilya ng kabuhayang karapat dapat sa karangalan ng isang tao at  pupunan kung kailangan ng iba pang paraan ng pangangalangang  panlipunan   4 Ang bawat tao y may karapatang magtatag at umanib sa mga unyon ng  manggagawa para sa pangangalaga ng kanyang mga kapakanan   Artikulo
