Language,Text
Hawaiian,Ua noa i nā kānaka apau ka ‘ona ho’okahi ‘ana i ka waiwai a me ka ‘ona pū ‘ana ho’i me nā kānaka ‘ē a’e ‘A ‘ole e ‘au’a kumu ‘ole ‘ia ka waiwai lewa a waiwai pa’a paha o ke kanaka Paukū
Hungarian,cikk   1 Minden személynek mind egyénileg mind másokkal együttesen joga van a tulajdonhoz   2 Senkit sem lehet tulajdonától önkényesen megfosztani
Icelandic,grein Hverjum manni skal heimilt að eiga eignir einum sér eða í félagi við aðra Engan má eftir geðþótta svipta eign sinni
Igbo,Onye o̟ bu̟la nwere ikike inwe ihe nke aka ya ma o̟ bu̟ ya na ndi o̟zo̟ inweko̟ri̟ta ihe O̟ di̟ghi̟ onye a ga esi n u̟zo̟ na edoghi any napu̟ ihe o nwere Nkeji edemede18 Onye o̟ bu̟la nwere ikike echiche mmu̟o̟ na okpukpere chi masi̟ri̟ ya ikike a gbakwunyere ohere i̟gbanwe okpukpere chi ma o̟ bu̟ nkwenye ya na ohere nke so̟so̟ ya ma o̟ bu̟ ya na ndi o̟zo̟ nwere n o̟gbo̟ o̟ha ma o̟ bu̟ na nzuzo igosiwapu̟ta okpukpere chi ma o̟ bu̟ nkwenye ya site na nkuzi omume ofufe na ndebe iwu  Nkeji edemede19 Onye o̟ bu̟la nwere ohere uche aka ya na nkwupu̟ta uche ya ikike a gbakwunyere ohere i̟kwu̟do n echiche n enweghi nnyonye anya na nke i̟cho̟ i̟nata na i̟gbasa ozi na echiche site n u̟zo̟ o̟ bu̟la n agbanyeghi oke ala  Nkeji edemede 20 Onye o̟ bu̟la nwere ikike iji aka ya soro n o̟gbako̟ na otu O̟ di̟ghi̟ onye a da amanye isoro n otu o̟ bu̟la Nkeji edemede 21 Onye o̟ bu̟la nwere ikike iso n ochichi obodo ya n onwe ya ma o̟ bu̟ site na ndi nno̟chite anya a ho̟pu̟tara n enweghi mmanye Onye o̟ bu̟la nwere ike nha anya inwete o̟ru̟ obodo na ala ya Uche o̟ha na eze ga abu̟ ihe mgbakwasi̟ ukwu nke ike o̟chi̟chi̟ obodo A ga egosipu̟ta uche nke a site n ezi nt̟uli aka a ga na eme kwa mgbe nke onye o̟ bu̟la nwere ikike nha anya iso mee n u̟zo̟ nzuzo ma o̟ bu̟ n u̟zo̟ ndi o̟zo̟ ga enyekwa ya ohere i̟tu̟liri onye masi̟ri̟ ya aka Nkeji edemede 22 Onye o̟ bu̟lann o̟no̟du̟ ya di ka onye obodo nwere ikike inweta nchedo obodo ma tozukwa oke inweta site n agbamdo̟ obodo ya na enyemaka mba ndi o̟zo̟ di̟ ka nhazi na aku̟̟ na u̟ba Steti o̟ bu̟la siri di̟ ikike sitere n aku̟ na u̟ba o̟no̟du̟ n obodo na omenala bu̟ ikike ndi di̟ oke mkpa mu̟ ugwu ya na ohere ntozu oke ya di̟ ka mmadu̟  Nkeji edemede 23 Onye o̟ b̟ula nwere ikike i̟ru̟ o̟ru̟ iji aka ya ho̟ro̟ o̟ru̟ o̟ ga aru ino̟ n o̟no̟du̟ o̟ru̟ ndi ruuru ya ma di̟kwa mma na inweta nchedo site n o̟no̟du̟ enweghio̟ru̟ Onye o̟ bu̟la n enweghi i̟kpa oke o̟ bu̟la nwere ikike i̟nata u̟gwo̟ nha anya kwesiri o̟ru̟ ya Onye o̟ bu̟la na aru̟ o̟ru̟ nwere ikike i̟nata akwu̟mu̟gwo̟ ruuru ya ma di̟̟kwa mma nke ga eme ka ya na ezi na u̟lo̟ ya nwee obidi ndu̟ kwesiri ugwu mmadu̟ nke a gbakwunyere ma o̟ di̟ mkpa ihe ndi o̟zo̟ e ji echedo ndu̟ n obodo Onye o̟ bu̟la nwere ikike i̟malite na ibanye n otu ndi o̟ru̟ maka nchedo ihe ndi gbasara ya Nkeji edemede 24 Onye o̟ bu̟la nwere ikike ezumike na oge ezumike tinyere mkpebi doro anya nke oge o̟̟ru̟ ya na oge ezumike n afo̟ nke i̟kwu̟ u̟gwo̟ ga esokwa  Nkeji edemede 25 Onye o̟ bu̟la nwere ikike i̟no̟ n obibi ndu̟ tosiri etosi maka ahu̟ ike na o̟di̟mma nke ya na nke ezi na ulo ya tinyere nri uwe ebe obibi na nleko̟ta ahu̟ ike na enyemaka di iche iche nke obodo ya na ikike inwe nleko̟ta obodo n o̟no̟du̟ enweghi o̟ru̟ o̟̟ri̟a nkwaru̟ isi mkpe nka ma o̟ bu̟̟ o̟no̟du̟ ezughi oke o̟zo ̟nke o̟ na apu̟ghi igbochite O̟no̟du̟ nne na nke nwata kwesiri inwe mkpachapu̟ru̟ anya na enyemaka pu̟ru̟ iche U̟mu̟aka nile ma a mu̟ru̟ ha n alu̟mdi na nwuye ma a mu̟ghi ga enwe otu u̟di̟ nchedo obodo a Nkeji edemede 26 Onye o̟ b̟ula nwere ikike inweta o̟zu̟zu̟ O̟zu̟zu̟ ga abu̟ n efu o̟ kacha n oge mmalite bu̟kwa oge nto̟ala ya O̟zu̟zu̟ u̟mu̟ntaki̟ri̟ ga abu̟ manye O̟zu̟zu̟ nka na u̟zu̟ na nke o̟ru̟ aka ga adi̟ maka onye o̟ bu̟la cho̟ro̟ ha o̟zu̟zu di̟ elu ga erukwa onye o̟ bu̟la aka n usoro onye jiri tozuo maka ya O̟̟zu̟zu ka a ga eji sogide nkwalite ntozu oke nke mmadu̟ na kwadosi ike nke nso̟pu̟ru̟ maka ikike na ohere nto̟ala mmadu̟ nwegasiri O̟ ga akwalite ngho̟ta ndidi na adimnamma n etiti mba agbu̟ru̟ ma o̟ bu̟ otu okpukpere chi nile ma kwalitekwa emereme nile nke United Nations na eme ka udo di̟ri̟ Nne na nna nwere ikike izizi i̟ho̟ro̟ u̟di̟ ozu̟zu̟ a ga enye u̟mu̟ ha Nkeji edemede 27 Onye o̟ bu̟la nwere ikike iji aka ya soro n emume o̟di̟nala nke obodo iri uru nke mmu̟ta nka nakwa iketa oke n o̟ganihu na uru nke mmu̟ta sayensi Onye o̟ bu̟la nwere ikike nchedo uru ndi a hu̟ru̟ anya na ndi a hu̟ghi̟ anya sitere na mmepu̟ta nke sayensi edemede ma o̟̟̟ bu̟ nka nke e si n aka ya nweta Nkeji edemede 28 Onye o̟ bu̟̟la tozuru oke inwe nbazi ime obodo na nke jiko̟tara mba na ibe ya nke ga ekwe ka ikike na ohere ndi e gosipu̟tara na Nkuwuwaputa a zuo ezuo  Nkeji edemede 29 Onye o̟ bu̟la nwere o̟ru̟ ndi o tosiri i̟ru̟ru̟ obodo ya bu̟ nani̟ ebe ntozu oke mmadu̟ nke o̟ cho̟ro̟ ga esi pu̟ta Na ngosipu̟ta ikike na ohere ndi o nwegasi̟ri̟ onye o̟ bu̟la ga enwe nrube isi nye so̟so̟ mmachi ndi sitere n usoro iwu a mara iji mee ka e nweta ezi ngho̟ta na nso̟̟pu̟ru̟ ikike na ohere ndi o̟zo̟ nwegasi̟ri̟ na iji nweta ezi ihe mgnakwasi̟ u̟kwu̟ maka ezi mkparamagwa ndebe iwu o̟ha na o̟di̟ mma mmadu̟ nile no̟ n obodo onye kwuo uche ya A gaghi̟ egosipu̟ta ikike na ohere ndi a n u̟zo̟ o̟ bu̟la ha ga esi megide ebumnuche na usoro iwu nke United Nations Nkeji edemede 30 Onweghi ihe no̟ na Nkuwuwapu̟ta nke a a ga akowa di̟ ka ihe nyere Steti otu ma o̟ bu̟ mmadu̟ o̟ bu̟la ikike o̟ bu̟la itinye aka na emereme o̟ bu̟la ma o̟ bu̟̟ ime omume o̟ bu̟la iji mebi ikike na ohere o̟ bu̟la ndi a ko̟wapu̟tara n ebe
Ilocano,1 Tunggal meysa adda kalinteganna nga maaddan ti bukod na nga sanikua  kasta me ti panakitimpuyogna kadagiti sabsabali      2 Awan iti sasinoman iti mabalin a mangala iti sanikuam  Artikulo
Indonesian,1 Setiap orang berhak memiliki harta baik sendiri maupun bersama sama  dengan orang lain       2 Tak seorang pun boleh dirampas hartanya dengan semena mena   Pasal
Irish,1 Tá ag gach uile dhuine an ceart chun úinéireacht a bheith acu ar mhaoin  ina aonar maraon le i gcomhar le daoine eile    2 Ní féidir a chuid maoine a bhaint go treallach ó dhuine ar bith     Airteagal
Italian,1  Ogni individuo ha il diritto ad avere una proprietà sua personale o in  comune con altri   2  Nessun individuo potrà essere arbitrariamente privato della sua  proprietà  Articolo
Javanese,1 Saben uwong duwe hak andarbeni bandha kanthi pribadi utawa  bebarengan karo uwong liyane  2 Ora ana uwong siji wae kena dirampas bandhane kanthi sawenang  wenang      BAB
Kazakh,bap Ѕr adamnıњ dџnïe mџlikti jeke љzi nemese basќalarmen birlesip ïemdenwge ќђќıѓı bar Eşkim de љz mџlkinen eriksiz ayrılmawѓa tïis
Kyrgyz,statʼja  1 Ar bir adam ceke özü oşondoj ele başqa birö ölör menen birge mülkkö  ee boluuğa uquqtuu   2 Eç kim öz mülkünön eenbaştyq menen acyratyluuğa tijiş emes   3 Ata eneler özdörünün caş baldaryna bilim berüü colun tañdap aluuda  negizgi uquqqa ee
Latvian,pants Ikvienam ir tiesìbas uz ìpaøumu kâ vienam tâ arì kopìgi ar citiem Nevienam patvaîìgi nedrìkst atðemt viða ìpaøumu
Lithuanian,straipsnis Kiekvienas žmogus turi teisę turėti nuosąvybę tiek vienas tiek kartu su kitais Iš nieko negali būti svavališkai atimta jo nuosavybė
Malagasy,Ny olon drehetra dia manan jo hanana fananana manokana na itambarana Tsy misy olona azo alaina amin kery ny fananany ANDININY FAHA
Malay,1 Setiap orang berhak memiliki harta secara bersendirian serta secara  berkongsi dengan orang lain   2 Tiada sesiapa pun boleh dilucutkan harta bendanya secara sewenang  wenangnya       Perkara
Mandarin,tiáo ㈠ rén rén dé yǒu dān dú de cái chǎn suǒ yǒu quán yǐ jí tóng tā rén hé yǒu de suǒ yǒu quán  ㈡ rèn hé rén de cái chǎn bù dé rèn yì bāo duó  dì
Maori,Tekau ma whitu a E whai tika ana ia tangata ki te pupuri whenua taonga hoki tangata kotahi nei ā rōpū anō hoki b Kia kaua e tangohia takekoretia ngā whenua me ngā taonga a te tangata Rārangi
Nigerian Pidgin,1 Evri bodi get right to get propati or get propati wit oda pipo     2 Nobodi get right to collect persin propati     ARTICLE
Norwegian,1 Enhver har rett til å eie eiendom alene eller sammen med andre   2 Ingen må vilkårlig fratas sin eiendom       Artikkel
Occitan,Tota persona individualament e collectivament a drech a la proprietat Degun pòt pas èsser privat arbitràriament de sa proprietat Article
Polish,Każdy człowiek zarówno sam jak i wespół z innymi ma prawo do posiadania własności Nie wolno nikogo samowolnie pozbawiać jego własności Artykuł
Portuguese,1Toda a pessoa individual ou colectiva tem direito à propriedade   2Ninguém pode ser arbitrariamente privado da sua propriedade     Artigo
Romanian,1 Orice persoană are dreptul la proprietate atît singură cît şi în asociaţie cu  alţii  2 Nimeni nu poate fi lipsit în mod arbitrar de proprietatea sa  Articolul
Russian,Každyj čelovek imeet pravo vladetʹ imuŝestvom kak edinolično tak i sovmestno s drugimi  Nikto ne dolžen bytʹ proizvolʹno lišen svoego imuŝestva  Statʹja
Samoan,1  E i le tagata taitoatasi uma le aia tatau e umia ai e ia lava se meatotino ma e mafai foi ona  umia soofaatasi ma nisi tagata  2  E leai se tagata e tatau ona aveesea sana meatotino e aunoa ma se maliega  Mataupu
Scots,1 Awbody hes the richt tae awn gear his lane as weel as in commonty    2 Nane shal be wulsomely twined o his gear    Airticle
Serbian,1 Svako ima pravo da poseduje imovinu sam kao i u zajednici s drugima  2 Niko ne sme biti samovoljno lišen imovine  Član
Spanish,1 Toda persona tiene derecho a la propiedad individual y colectivamente   2 Nadie será privado arbitrariamente de su propiedad   Artículo
Swahili,1 Kila mtu ana haki ya kuwa na mali yake binafsi au kwa kushirikiana na  watu wengine   2 Mtu asinyang anywe mali yake bila sheria   Kifungu cha
Swedish,1 Var och en har rätt att äga egendom både enskilt och tillsammans med andra    2 Ingen får godtyckligt fråntas sin egendom    Artikel
Tagalog,1 Ang bawat tao y may karapatang mag angkin ng ari arian nang mag isa  gayon din na kasama ng iba   2 Walang sino mang aalisan ng kanyang ari arian nang walang katwiran   Artikulo
Tahitian,'E ti'amanara'a to te ta'ata to tei vai ato'a i roto i te va'amata'eina'a i te ti'ara'afatu 'Eiaha roa te ta'ata ia fa'a'erehia ma te ti'amā 'ore i to na ti'ara'afatu 'IRAVA
Tongan,1 Oonse muntu ulaangulukide kuba alubono alikke antela kubeleka  aatomwe abamwi  2 Kunyina weelede kunyonganizyigwa antela kunyangwa lubono lwakwe  Kapango
Turkish,1 Her şahıs tek başına veya başkalarıyla birlikte mal ve mülk sahibi olmak  hakkını haizdir   2 Hiç kimse keyfi olarak mal ve mülkünden mahrum edilemez   Madde
Turkmen,1 Her bir adam ýekebara ýa da beýlekiler bilen umumy emlägi edinmäge    haklydyr 2 Hiç kim öz emläginden esassyz el üzdürilmeli däldir Madda
Ukrainian,Kožna ljudyna maje pravo volodity majnom jak adnoosobovo tak i razom z inšymy Nixto ne može buty bezpidstavno pozbavlenyj svoho majna Stattja
Uzbek,modda  1 Har bir inson yakka o'zi eki boshqalar bilan birgalikda mulkka egalik qilish  huquqi sohibidir   2 Hech kim o'zboshimchalik bilan o'z mulkidan mahrum qilinishi mumkin  emas
Venda,(1) Muthu muṅwe na muṅwe u na pfanelo ya u vha na ndaka o ḓiimisa nga eṱhe kana o  ṱangana na vhaṅwe    (2) A hu na muthu ane a ḓo dzhielwa ndaka hu si na tshiitisi tshi no pfesesea    Tshiteṅwa
Welsh,1 Y mae gan bawb hawl i feddu eiddo unigol yn ogystal â chydag eraill  2 Ni ddylid amddifadu neb o'u heiddo yn fympwyol  Erthygl
Xhosa,1 Wonke umntu unelungelo lokuba nezinto ezizezakhe yedwa kunye nezo  azidibanele nabanye   2 Akukho namnye oyakuhluthwa athathelwe izinto zakhe   Inqaku le
Yoruba,E̟nì kò̟ò̟kan ló ní è̟tó̟ láti dá ohun ìní ara rè̟ ní tàbí láti ní in papò̟ pè̟lú àwo̟n mìíràn A kò lè s̟àdédé gba ohun ìní e̟nì kan ló̟wó̟ rè̟ láìnídìí Abala
Zulu,1 Wonke umuntu unelungelo lobunikazi bempahla eyedwa noma  ehlanganyele nabanye   2 Akekho oyokwephucwa ngokungekho emthethweni impahla yakhe   Isigaba
