Language,Text
Polish,Każdy człowiek oskarżony o popełnienie przestjpstwa ma prawo aby uznawano go za niewinnego dopóty dopóki nie udowodni mu się winy zgodnie z prawem podczas publicznego procesu w którym zapewniono mu wszystkie konieczne środki obrony Nikt nie może być skazany za przestępstwo z powodu działania lub zaniechania nie stanowiącego w chwili jego dokonania przestępstwa według prawa krajowego lub międzynarodowego Nie wolno także wymierzać kary wyższej niż ta która była przewidziana w chwili popełnienia przestępstwa Artykuł
Portuguese,1Toda a pessoa acusada de um acto delituoso presume se inocente até que a sua culpabilidade  fique legalmente provada no decurso de um processo público em que todas as garantias necessárias  de defesa lhe sejam asseguradas   2Ninguém será condenado por acções ou omissões que no momento da sua prática não  constituíam acto delituoso à face do direito interno ou internacional Do mesmo modo não será  infligida pena mais grave do que a que era aplicável no momento em que o acto delituoso foi  cometido     Artigo
Romanian,1 Orice persoană acuzată de comiterea unui act cu caracter penal are  dreptul să fie presupusă nevinovată pînă cînd vinovăţia sa va fi stabilită în  mod legal în cursul unui proces public in care i au fost asigurate toate  garanţiile necesare apărării sale   2 Nimeni nu va fi condamnat pentru acţiuni sau omisiuni care nui  constituiau în momentul cînd au fost comise un act cu caracter penal  conform dreptului internaţional sau naţional De asemenea nu se va  aplica nici o pedeapsă mai grea decît aceea care era aplicabilă în  momentul cînd a fost săvîrşit actul cu caracter penal  Articolul
Russian,Každyj čelovek obvinjaemyj v soveršenii prestuplenija imeet pravo sčitatʹsja nevinovnym do teh por poka ego vinovnostʹ ne budet ustanovlena zakonnym porjadkom putem glasnogo sudebnogo razbiratelʹstva pri kotorom emu obespečivajutsja vse vozmožnosti dlja zaŝity Nikto ne možet bytʹ osužden za prestuplenie na osnovanii soveršenija kakogo libo dejanija ili za bezdejstvie kotorye vo vremja ih soveršenija ne sostavljali prestuplenija po nacionalʹnym zakonam ili po meždunarodnomu pravu Ne možet takže nalagatʹsja nakazanie bolee tjažkoe neželi to kotoroe moglo bytʹ primeneno v to vremja kogda prestuplenie bylo soveršeno Statʹja
Samoan,1  O tagata taitoatasi uma ua molia i se soligatulafono e faasalaina ai e i ai lana aia tatau i le le  tau agasala o ia seia vagana ua faamaonia ua solitulafono e tusa ai ma le tulafono i se  faamasinoga faalauaitele ona e faapea o lo o ia te ia faamaoniga uma e talafeagai ma lona  teena o lona moliaga 2  E leai se tagata e tatau ona nofosala i so o se soligatulafono ua molia ai i luga o faamatalaga o  so o se faatinoga sa faia po o se faatinoga e le i faia e le o aofia i le soliga tulafono ua molia ai  i lalo o tulafono a lona atunuu po o tulafono faava o malo i le taimi na faatino ai Pe e i ai foi se  faasalaga e silia lona mamafa e tuuina atu ia te ia na i lo le faasalaga e faapea na faatatauina i  le taimi na faatino ai lea soligatulafono  Mataupu
Scots,1 Awbody chairged wi a penal faut hes the richt tae be thocht innocent til pruved guilty  conformand til law in a public trial whaur he hes haen aw the warranties necessar for his  defence    2 Naebody shal be taen as guilty o ony penal faut on accoont o ony act or omission that  didna mak for a penal faut in ower national or international law at the time whan it wes  committit Nor shal a penalty be imposed hivvier nor the ane that wes applicable at the  time the penal faut wes commitit    Airticle
Serbian,1 Svako ko je optužen za krivično delo ima pravo da bude smatran nevinim  dok se na osnovu zakona krivica ne dokaže na javnom sudjenju na kojem  su mu obezbedjene sve garantije potrebne za njegovu odbranu  2 Niko ne sme biti osudjen za dela ili propuste koji nisu predstavljali krivično  delo po nacionalnom ili medjunarodnom pravu u vreme kada su izvršeni  Isto tako ne sme se izricati teža kazna od one koja se mogla primeniti u  vreme kada je krivično delo izvršeno      Član
Spanish,1 Toda persona acusada de delito tiene derecho a que se presuma su  inocencia mientras no se pruebe su culpabilidad conforme a la ley y en  juicio público en el que se le hayan asegurado todas las garantías  necesarias para su defensa   2 Nadie será condenado por actos u omisiones que en el momento de  cometerse no fueron delictivos según el Derecho nacional o internacional  Tampoco se impondrá pena más grave que la aplicable en el momento de  la comisión del delito   Artículo
Swahili,1 Kila mtu anaeshtakiwa kwa kosa la kuvunja sheria ana haki ya kuangaliwa  kama si mkosefu mpaka imethibitishwe kwa sheria kwa kuhukumiwa  hadharani kwamba ana hatia   2 Mtu ye yote asitiwe hatiani kwa tendo lo lote au jambo lo lote ambalo  halikupinga sheria ya taifa au ya kati ya mataifa wakati alipolitenda Wala  asipewe adhabu kali zaidi kuliko ile iliyokuwamo katika sheria wakati  alipofanya kosa   Kifungu cha
Swedish,1 Var och en som är anklagad för brott har rätt att betraktas som oskyldig till dess att hans eller hennes  skuld lagligen har fastställts vid en offentlig rättegång där personen åtnjuter alla rättssäkerhetsgarantier som  behövs för hans eller hennes försvar    2 Ingen får fällas till ansvar för en gärning eller underlåtenhet som inte utgjorde ett brott enligt nationell  eller internationell lag vid den tidpunkt då den begicks Det får inte heller utmätas strängare straff än vad  som var tillämpligt vid den tidpunkt brottet begicks                Artikel
Tagalog,1 Ang bawat taong pinararatangan ng pagkakasalang pinarurusahan ay  may karapatang ituring na walang sala hanggang di napatutunayang  nagkasala alinsunod sa batas sa isang hayag na paglilitis na ipinagkaroon  niya ng lahat ng garantiyang kailangan sa kanyang pagtatanggol       2 Walang taong ituturing na nagkasala ng pagkakasalang pinarurusahan  dahil sa ano mang gawa o pagkukulang na hindi isang pagkakasalang  pinarurusahan sa ilalim ng batas pambansa o pandaigdig noong  panahong ginawa iyon Hindi rin ipapataw ang parusang lalong mabigat  kaysa nararapat nang panahong magawa ang pagkakasalang  pinarurusahan   Artikulo
Tahitian,'E tia ma tei fa'aoti mana'o hia no te ta'ata ato'a i parihia i te hō'ē hara hou o ia a fa'ahapa pāpū roa hia ai e te ture na roto i te hō'ē ha'avāra'a i mua i te huira'atira 'E mau rave'a pāpū te rave 'ato'a hia no te pāruru ia na 'Eiaha te ta'ata ia fa'autu'ahia no te mau 'ohipa 'aore ra no te mau ravera'aha'apa'ora'a  'ore i tupu i te tau 'e fa'ahapa ture 'ore teie mau 'ohipa i roto i te papa ture o to na va'a'ai'a 'aore ra o te tā'āto'ara'a o te mau va'a'ai'a 'Eiaha ato'a ia fa'ateiahahia a'e te utu'a ia vai 'aifaito rā e tei tu'uhia i te tau a ravehia ai teie hara 'IRAVA
Tongan,1 Oonse wapegwa mulandu ulaangulukide kwiitwa kuti ucisalalakusikila  akaianwe amulandu mu nkuta mbuli bwaamba mulawo libetekwa alimwi  ulizumizyilwe kujmana bamwiimiminina libetekwa mulandu wakwe  2 Kunyina ukonzya kujanwa mulandu kuti kakuli cintu comwe cicaala  citakonzyi kupa kuti ube mulandu kwiinda mu milawo ya cisi antela  ijatikizya masi oonse ciindi mulandu ooyu niwakacitika Lyalo kunyina  cisubulo cipati ceelede kupegwa kunze aacisubulo ceendelana amulawo  ciindi mulandu niwakacitwa  Kapango
Turkish,1 Bir suç işlemekten sanık herkes savunması için kendisine gerekli bütün  tertibatın sağlanmış bulunduğu açık bir yargılama ile kanunen suçlu  olduğu tespit edilmedikçe masum sayılır   2 Hiç kimse işlendikleri sırada milli veya milletlerarası hukuka göre suç teşkil  etmeyen fiillerden veya ihmallerden ötürü mahkum edilemez Bunun gibi      suçun işlendiği sırada uygulanabilecek olan cezadan daha şiddetli bir ceza  verilemez  Madde
Turkmen,1 Jenaýat edenlikde aýyp bildirilýän her bir adam tä oňa goranmaga ähli  mümkinçilikler döredilen açyk sud prosesinde ýazyklydygy kanuny ýol bilen  boýnuna goýulýança günäsiz hasaplanmaga haklydyr 2 Ilki edilen wagtynda milli kanunlara we halkara kanunçylygyna görä  jenaýaty emele getirmedik haýsydyr bir hereketi edenligi ýa da etmänligi    esasynda hiç kim ýazgarylyp bilinmez Şeýle de jenaýat edilen wagtynda bu    babatda ulanylmagy mümkin bolan jeza çäresinden agyr çäre görlüp bilinmez Madda
Ukrainian,Kožna ljudyna obvynuvačena u včynenni zločynu maje pravo vvažatysja nevynnoju doty poky jiji bynnistʹ ne bude vstanovlena v zakonnomy porjadku šljaxom pryljudnoho sudovoho rozhljady pry jakomu jij zabezpečujutʹ usi možlyvosti dlja zaxystu Nixto ne može buty zasudženyj za zločyn na pidstavi včynennja budʹ jakoho dijannja abo za bezdijalʹnistʹ jaki pid čas jix včynennja ne stanovyly zločynu za nacionalʹnymy zakonamy abo za mižnarodnym pravom Ne može takož nakladatycʹ pokarannja tjažče vid toho jake mohlo buty zastosovane na čas včynennja zločynu Stattja
Uzbek,modda  1 Jinoyat sodir etishda ayiblanaetgan har bir insonunga himoya uchun  barcha imkoniyatlar yaratib berilib sud majlisida oshkora tartibda qonuniy  yo'l bilan uning ayibdorligi aniqlanmaguncha beayib deb hisoblanish  huquqiga egadir   2 Hesh kim biror bir hatti harakat eki faoliyatsizlik sodir etilgan vaqtda bular  milliye qonunlar eki xalqaro huquqqa ko'ra o'sha payitda jinoyat deb  topilmagan bo'lsa shu jinotatni sodir etganliklarni asosida hukm qilinishlari  mumkin emas Shuningdek jinoyat sodir etilgan vaqtda qo'llanishi mumkin  bo'lgan jazoga nisbatan og'irroq bir jazo qo'llanishi ham mumkin emas
