Language,Text
Malagasy,Manan jo hitaky ny fankatoavana ny maha olona azy araka ny voafaritry ny lalna ny tsirairay na aiza na aiza toerana aleany  ANDININY FAHA
Malay,Setiap orang adalah berhak kepada pengiktirafan di mana jua sebagai seorang  insan di sisi undang undang   Perkara
Mandarin,tiáo rén rén zài rèn hé dì fāng yǒu quán bèi chéng rèn zài fǎ l锟斤拷 qián de rén gé  dì
Maori,Tuaono E whai tika ana ia tangata kia mōhiotia hei tangata ki mua i te aroaro o te ture Rārangi
Nigerian Pidgin,Evri bodi naim get right mek dem know am as persin befor di law   ARTICLE
Norwegian,Ethvert menneske har krav på overalt å bli anerkjent som rettssubjekt   Artikkel
Occitan,Tota persona a quin endrech que siá a drech a la reconeissença de sa personnalitat juridica  Article
Polish,Każdy człowiek ma prawo do uznawania wszędzie jego osobowości prawnej  Artykuł
Portuguese,Todos os indivíduos têm direito ao reconhecimento em todos os lugares da sua personalidade  jurídica     Artigo
Romanian,Fiecare om are dreptul să i se recunoaşca pretutindeni personalitatea juridică  Articolul
Russian,Každyj čelovek gde by on ni nahodilsja imeet pravo na priznanie ego pravosubʺektnosti  Statʹja
Samoan,O tagata taitoatasi uma e i ai lana aia tatau e aloaia ai o ia i nofoaga uma e avea ai o ia o se tagata  amanaiaina i luma o le tulafono  Mataupu
Scots,Awbody hes the richt awgaits tae kenning as a person afore the law    Airticle
Serbian,Svako ima pravo da svuda bude priznat kao pravni subjekt  Član
Spanish,Todo ser humano tiene derecho en todas partes al reconocimiento de su  personalidad jurídica   Artículo
Swahili,Mbele ya sheria kila mtu ana haki ya kutambulika kama mtu   Kufungu cha
Swedish,Var och en har rätt att överallt erkännas som en person i lagens mening    Artikel
Tagalog,Ang bawat tao y may karapatang kilalanin saan mang dako bilang isang tao sa  harap ng batas   Artikulo
Tahitian,'E ti'amanara'a to te ta'ata tata'itahi i te manara'a o to na ti'ara'a mana ture i te mau vāhi ato'a  'IRAVA
Tongan,Muntu oonse ulaangulukide kulemekwa koonse nkwabede kuba muntu kubusyu  bwa mulawo  Kapango
Turkish,Herkes her nerede olursa olsun hukuk kişiliğinin tanınması hakkını haizdir   Madde
Turkmen,Her bir adam nirededigine garamazdan özüniň hukuk subýekti hökmünde  ykrar edilmegine haklydyr Madda
Ukrainian,Kožna ljudyna de b vona ne perebuvala maje pravo na vyznannja iji pravosub jektnosti  Stattja
Uzbek,modda  Har bir inson qaerda bo'lishidan qat'i nazar o'zining huquq sub'ekti sifatida tan  olinishi huquqiga egadir
Venda,Muthu muṅwe na muṅwe u na pfanelo dza u dzhiiwa sa muthu fhethu huṅwe na huṅwe  phanḓa ha mulayo     Tshiteṅwa
Welsh,Y mae gan bawb hawl i gael cydnabyddiaeth ym mhobman fel person yng ngydd  y gyfraith  Erthygl
Xhosa,Wonke umntu unelungelo lokwamkelwa yonke indawo njengomntu phambi  komthetho   Inqaku lesi
Yoruba,E̟nì kò̟ò̟kan ló ní è̟tó̟ pé kí a kà á sí gé̟gé̟ bí ènìyàn lábé̟ òfin ní ibi gbogbo  Abala
Zulu,Wonke umuntu unelungelo lokwemukelwa nomaphi njengomuntu phambi  komthetho   Isigaba
