Language,Text
Estonian,Igal inimesel on õigus haridusele Haridus peab olema tasuta vähemalt alg  ja üldhariduse osas Algharidus peab olema kohustuslik Tehniline ja kutseharidus peab olema kättesaadav kõigile ja kõrgem haridus võrdselt kättesaadav kõigile vastavalt igaühe võimetele Haridus peab olema suunatud inimisiksuse täielikule arendamisele ja inimõigustest ning põhivabadustest lugupidamise suurendamisele Haridus peab kaasa aitama vastastikusele mõistmisele sallivusele ja sõprusele kõigi rahavaste rassilise ja usuliste rühmituste vahel ning soodustama Ühinenud Rahvaste Organisatsiooni tegevust rahu säilitamisel Vanematel on oma laste hariduse valikul eesõigus Artikkel
Finnish,artikla  26 artikla  26 artikla  26 artikla        1  Jokaisella on oikeus saada opetusta Opetuksen on oltava ainakin alkeis   ja perusopetuksen osalta maksutonta Alkeisopetuksen on oltava  pakollinen Teknistä ja ammattiopetusta on oltava yleisesti saatavilla ja  korkeamman opetuksen on oltava avoinna yhtäläisesti kaikille heidän  kykyjensä mukaan      2  Opetuksen on pyrittävä ihmisen persoonallisuuden täyteen kehittämiseen  sekä ihmisoikeuksien ja perusvapauksien kunnioittamisen  vahvistamiseen Sen tulee edistää ymmärtämystä suvaitsevaisuutta ja  ystävyyttä kaikkien kansakuntien ja kaikkien rotu  ja uskontoryhmien  kesken sekä pyrkiä edistämään Yhdistyneiden Kansakuntien toimintaa  rauhan ylläpitämiseksi      3  Vanhemmilla on ensisijainen oikeus valita heidän lapsilleen annettavan  opetuksen laatu
French,1 Toute personne a droit à l éducation L éducation doit être gratuite au moins en ce qui concerne l enseignement élémentaire et fondamental L enseignement  élémentaire est obligatoire L enseignement technique et professionnel doit être  généralisé l accès aux études supérieures doit être ouvert en pleine égalité à tous  en fonction de leur mérite   2 L éducation doit viser au plein épanouissement de la personnalité humaine et au  renforcement du respect des droits de l homme et des libertés fondamentales Elle  doit favoriser la compréhension la tolérance et l amitié entre toutes les nations et  tous les groupes raciaux ou religieux ainsi que le développement des activités des  Nations Unies pour le maintien de la paix   3 Les parents ont par priorité le droit de choisir le genre d éducation à donner à  leurs enfants   Article
Frisian,Elk hat rjocht op ûnderwiis it ûnderwiis sil fergees wêze teminsten wat it leger en basisûnderwiis oanbelanget It leger ûnderwiis sil ferplichte wêze Beropsûnderwiis en beropsoplieding sille algemien beskikber steld wurde Heger ûnderwiis sil lykop iepenstean foar elk dy't dêr de kapasiteiten foar hat It ûnderwiis sil rjochte wêze op it folút ûntwikkeljen fan 'e minsklike persoanlikheid en op it fersterkjen fan 'e earbied foar de rjochten fan 'e minske en de fûnemintele frijheden lt sil it begryp de ferdraachsumens en de freonskip ûnder alle naasjes rassen of godstsjinstige groepen befoarderje en it sil it wurk fan 'e Feriene Naasjes foar it hanthavenjen fan 'e frede stypje Oan de âlden komt yn it foarste plak it rjocht ta de soarte fan opfieding en ûnderwiis te kiezen dy't harren bern jûn wurde sil Kêst
Galician,Toda persoa ten dereito á educación A educación debe ser de balde polo menos no que atinxe á instrucción elemental e fundamental A instrucción elemental será obrigatoria A instrucción técnica e profesional haberá de ser xeneralizada o acceso ós estudios superiores será igual para todos en función dos méritos respectivos A educación terá como obxectivo o pleno desenvolvemento da personalidade humana e o fortalecemento do respecto ós dereitos da persoa e ás liberdades fundamentais favorecerá a comprensión a tolerancia e a amizade entre as nacións e tódolos grupos étnicos ou relixiosos promoverá o desenvolvemento das actividades das Nacións Unidas para o mantemento da paz Os pais teñen dereito preferente a escoller o tipo de educación que se haberá de dar ós seus fillos Artigo
German,1 Jeder hat das Recht auf Bildung Die Bildung ist unentgeltlich zum mindesten der  Grundschulunterricht und die grundlegende Bildung Der Grundschulunterricht ist  obligatorisch Fach  und Berufsschulunterricht müssen allgemein verfügbar gemacht  werden und der Hochschulunterricht muß allen gleichermaßen entsprechend ihren  Fähigkeiten offenstehen  2 Die Bildung muß auf die volle Entfaltung der menschlichen Persönlichkeit und auf  die Stärkung der Achtung vor den Menschenrechten und Grundfreiheiten gerichtet  sein Sie muß zu Verständnis Toleranz und Freundschaft zwischen allen Nationen  und allen rassischen oder religiösen Gruppen beitragen und der Tätigkeit der  Vereinten Nationen für die Wahrung des Friedens förderlich sein  3 Die Eltern haben ein vorrangiges Recht die Art der Bildung zu wählen die ihren  Kindern zuteil werden soll  Artikel
Hawaiian,Ua noa i nā kānaka apau ka ho’ona’auao ‘ana E manuahi ka ho’ona’auao ‘ana ma ka li’ili’i loa ma ke kula ha’aha’a a me nā paepae kahua o ka ho’ona’auao He koina pa’a ka ho’ona’auao ‘ana ma ke kula ha’aha’a E noa ka ho’ona’auao ‘ana i nā oihana loea like ‘ole a e noa nō ho’i ke kulanui i nā kānaka apau i mākaukau E kālele ka ho’ona’auao ‘ana i ka ulu kūpono ‘ana o ke kanaka a me ka ho’oikaika ‘ana i ka mahalo i ka pono kīvila apau o kānaka E paipai ‘ia ka ho’omaopopo le’a ke ahonui a me ka pili aloha i waena o nā aupuni nā hui pili koko a me nā hui ho’omana a e ho’oholumua i ka hana o Nā Aupuni Hui Pū ‘Ia no ka mālama ‘ana i ka maluhia Ua noa i nā mākua ke koho mua ‘ana i ke ‘ano o ka ho’ona’auao ‘ana i kā lāua mau keiki Paukū
Hungarian,cikk   1 Minden személynek joga van a neveléshez A nevelésnek legalábbis az elemi és  alapvető oktatást illetően ingyenesnek kell lennie Az elemi oktatás kötelező A technikai és  szakoktatást általánossá kell tenni a felsőbb tanulmányokra való felvételnek mindenki előtt   érdeméhez képest  egyenlő feltételek mellett nyitva kell állnia   2 A nevelésnek az emberi személyiség teljes kibontakoztatására valamint az emberi jogok  és alapvető szabadságok tiszteletbentartásának megerősítésére kell irányulnia A  nevelésnek elő kell segítenie a nemzetek valamint az összes faji és vallási csoportok  közötti megértést türelmet és barátságot valamint az Egyesült Nemzetek által a béke  fenntartásának érdekében kifejtett tevékenység kifejlődését   3 A szülőket elsőbbségi jog illeti meg a gyermekeiknek adandó nevelés megválasztásában
Icelandic,grein Hver maður á rétt til menntunar Skal hún veitt ókeypis að minnsta kosti barnafræðsla og undirstöðummentu Börn skulu vera skólaskyld Iðnaðar  og verknám skal öllum standa til boða og æðri menntu vera öllum jafnfrjáls þeim er hæfileika hafa til að njóta hennar Menntun skal beina í þá átt að þroska persónuleika einstaklinganna og innræta þeim virðingu fyrir mannréttindum og mannhelgi Hún skal miða að því að efla skilning umburðarlyndi og vináttu meðal allra þjóða kynþátta og trúarflokka og að efla starf Sameinuðu þjóðanna í þágu friðarins Foreldrar skulu fremur öðrum ráða hverrar menntunar börn þeirra skuli njóta
Igbo,Onye o̟ b̟ula nwere ikike inweta o̟zu̟zu̟ O̟zu̟zu̟ ga abu̟ n efu o̟ kacha n oge mmalite bu̟kwa oge nto̟ala ya O̟zu̟zu̟ u̟mu̟ntaki̟ri̟ ga abu̟ manye O̟zu̟zu̟ nka na u̟zu̟ na nke o̟ru̟ aka ga adi̟ maka onye o̟ bu̟la cho̟ro̟ ha o̟zu̟zu di̟ elu ga erukwa onye o̟ bu̟la aka n usoro onye jiri tozuo maka ya O̟̟zu̟zu ka a ga eji sogide nkwalite ntozu oke nke mmadu̟ na kwadosi ike nke nso̟pu̟ru̟ maka ikike na ohere nto̟ala mmadu̟ nwegasiri O̟ ga akwalite ngho̟ta ndidi na adimnamma n etiti mba agbu̟ru̟ ma o̟ bu̟ otu okpukpere chi nile ma kwalitekwa emereme nile nke United Nations na eme ka udo di̟ri̟ Nne na nna nwere ikike izizi i̟ho̟ro̟ u̟di̟ ozu̟zu̟ a ga enye u̟mu̟ ha Nkeji edemede
Ilocano,1 Tunggal meysa ket addaan kalintegan iti edukasyon Iti edukasyon a libre  uray man laeng iti elementarya ken dagiti kangrunaan a tukad Iti  edukasyon iti nababa nga pagadalan ket kapilitan Iti edukasyon teknikal  ken propesyonal ket naiwayang kadagiti amin ken ti edukasyon a nangat  ngato ket magun odan iti amin a maibatay iti kinalaing  2 Iti edukasyon ket nasken a maisuro a nalaing a mangpaimbag ti kinatao  ken mangpabileg iti panagdayaw kadagiti kalintegan ti tao ken dagiti  batayan a wayawaya Iwanwanna daytoy ti panagkikinnaawatan  panagtitinnulong ken panaggiginnayem kadagiti amin a pagilyan dagiti  maipapan ti puli wenno relihiyon ken dagiti aramiden pay iti Nagkeykeysa  nga Pagilyan a mangtalinaed ti kapya  3 Iti umuna nga kalintegan dagiti nagan nak ket isu ti panang pilida iti kita ti  edukasyon a maited kadagiti annakda  Artikulo
Indonesian,1 Setiap orang berhak mendapat pendidikan Pendidikan harus gratis  setidak tidaknya untuk tingkat sekolah rendah dan pendidikan dasar  Pendidikan rendah harus diwajibkan Pendidikan teknik dan jurusan  secara umum harus terbuka bagi semua orang dan pengajaran tinggi  harus secara adil dapat diakses oleh semua orang berdasarkan  kepantasan   2 Pendidikan harus ditujukan ke arah perkembangan pribadi yang seluas  luasnya serta memperkokoh rasa penghargaan terhadap hak hak  manusia dan kebebasan asasi Pendidikan harus menggalakkan saling  pengertian toleransi dan persahabatan di antara semua bangsa  kelompok ras maupun agama serta harus memajukan kegiatan  Perserikatan Bangsa Bangsa dalam memelihara perdamaian   3 Orang tua mempunyai hak utama untuk memilih jenis pendidikan yang  akan diberikan kepada anak anak mereka   Pasal
Irish,1  Tá ag gach uile dhuine an ceart ar oideachas Beidh an t oideachas in  aisce sna céimeanna tosaigh agus bunaidh ar a laghad Beidh an  bunoideachas éigeantach Cuirfear an t oideachas teicniúil agus gairmiúil ar fáil  go ginearálta beidh comhrochtain do chách ar an ard oideachas ar bhonn  tuilleamais   2  Beidh an t oideachas dírithe ar lán fhorbairt phearsantacht an duine agus  ar urraim do chearta an duine agus saoirsí bunúsacha a neartú Cuirfidh sé an  chomhthuiscint an caoinfhulaing agus an cairdeas idir na náisiúin go léir agus  na grúpaí cine agus creidimh ar fad chun cinn agus cuirfidh sé ar aghaidh  gníomhartha na Náisiún Aontuithe ar mhaithe le caomhnú na síochána     3  Tá réamhcheart ag tuismitheoirí rogha a dhéanamh maidir leis an gcineál  oideachais a thabharfar dá gclann    Airteagal
Italian,1  Ogni individuo ha diritto all istruzione L istruzione deve essere gratuita  almeno per quanto riguarda le classi elementari e fondamentali  L istruzione elementare deve essere obbligatoria L istruzione tecnica e  professionale deve essere messa alla portata di tutti e l istruzione  superiore deve essere egualmente accessibile a tutti sulla base del  merito   2  L istruzione deve essere indirizzata al pieno sviluppo della personalità  umana ed al rafforzamento del rispetto dei diritti umani e delle libertà  fondamentali Essa deve promuovere la comprensione la tolleranza  l amicizia fra tutte le Nazioni i gruppi razziali e religiosi e deve favorire  l opera delle Nazioni Unite per il mantenimento della pace   3  I genitori hanno diritto di priorità nella scelta del genere di istruzione da  impartire ai loro figli    Articolo
Javanese,1 Saben uwong darbe hak oleh panggulowenthah ing pawiyatan kanthi  gratis saora orane tumrap sekolah/pawiyatan dhasar Pawiyatan dhasar  kawajibake Sekolah (pawiyatan) tehnik lan jurusan umum kanggo saben  uwong kanthi tinarbuka saben uwong bisa lumebu ing pawiyatan luhur  kanthi pranatan kang padha salaras karo murwat lan pantese  2 Panggulowenthah kudu kaenerake amrih saben pribadi biso mekar kanthi  omber biso ndayani saya kandele rasa bisa ngajeni lan ngurmati hak hak  asasi umat manungsa lan kebebasan kebebasan kang baku  Panggulowenthah ing pawiyatan kudu bisa nenangi lan mekarake rasa  tepa salira karo pepadhane mekaring pamitran paseduluran ing antarane  bangsa bangsa bebrayan ras apadene agama sarta njalari kudu saya  majuning Perserikatan Bangsa Bangsa sajroning memetri lan nyipto  bedhamen/pirukun  3 Para wong tuwa darbe hak utama sajroning milih pawiyatan papan  panggulowenthah kanggo anak anake      BAB
Kazakh,bap Ѕr adamnıњ bilim alwѓa kђќıѓı bar Bilim berw eњ bolmaѓanda bastawış jѕne jalpı bilim tegin bolwı tïis Bastawış bilim barşaѓa mindetti bolwı tïis Texnïkalıќ jѕne kѕsiptik bilim kљpşiliktiњ ќolı jeterliktey bolwı tïis jѕne joѓarı bilim de ѕrkimniњ ќabiletine ќaray kљpşiliktiњ ќolı jeterliktey bolwı tïis Bilim berw adamnıњ jeke basınıњ tolıќ kemeldenwine jѕne kђќıќtarı men negizgi bostandıќtarına degen ќђrmetti arttırwѓa baѓıttalwı tïis Bilim berw barlıќ ђlttar nѕsildik jѕne dinï toptarı arasında tџsinistik şıdamdılıќ pen dostıќ ќarım ќatınas ornatwѓa ıќpal jasap jѕne Birikken Ђlttar Ђyımınıњ beybitşilikti ќwattaw jolındaѓı јђmısına ıkpal jasap dem berwi tïis Ata analardıњ љzderiniњ jas balalarına bilim berw tџrin taњdawda ќђќıѓı basımdı
Kyrgyz,statʼja  1 Ar bir adam bilim aluuğa uquqtuu Bilim berüü coq degende baştalğyç  cana calpy bilim aluu aqysyz boluuğa tijiş Baştalğyç bilim berüü  mildettüü boluuğa tijiş Tehniqalyq cana kesiptik bilim calpyğa  cetkiliktü boluuğa tijiş cana coğorqu bilim da ar bir adamdyn  cöndömdüülüktörünün negizinde bardyq üçün birdej cetkiliktüü boluuğa  tijiş   2 Bilim aluu adam insanyn toluq önüktürüügö cana adam uquqtary menen  negizgi erkindikterin urmattoonu arttyruuğa bağyttaluuğa tijiş Bilim  aluu bardyq elderdin rasalyq cana dindik toptordun ortosunda öz ara  tüşünüşüügö sawyrduuluqqa cana dostuqqa kömöktöşüügö cana tynçtyqty  saqtap  turuu  bojunça  Birikken  Uluttar  Ujumunun  işmerdigine  kömöktöşüügö tijiş
Latvian,pants Ikvienam ir tiesìbas uz izglìtìbu Izglìtìbai vismaz pamata un vispârèjai izglìtìbai ir jâbút bezmaksas Pamatizglìtìbai ir jâbút obligâtai Tehniskajai un profesionâlajai izglìtìbai ir jâbút vispâr pieejamai un augstâkajai izglìtìbai jâbút vienâdi pieejamai visiem atbilstoøi spèjâm Izglìtìbas mèræim jâbút pilnìgai personìbas attìstìbai kâ arì cilvèka tiesìbu un pamatbrìvìbu respektèøanas stiprinâøanai Izglìtìbai ir jâsekmè sapraøanâs iecietìba un draudzìba starp visâm tautâm rasu vai reliåiskajâm grupâm un jâsekmè Apvienoto Nâciju Organizâcijas miera uzturèøanas pasâkumi
Lithuanian,straipsnis Kiekvienas žmogus turi teisę į mokslą Mokslas turi būti nemokamas   bent jau pradinis ir bendrasis lavinimas Pradinis lavinimas yra privalomas Profesinis techninis mokymas turi būti visuotinai prieinamas aukštasis mokslas turi būti vienodai prieinamas visiems pagal kiekvieno žmogus sugebėjimus Mokslas turi būti skirtas tam kad visiškai suklestėtų žmogaus asmenybė ir kad būtų vis labiau gerbiamos žmogaus teisės ir pagrindinės laisvės Jis turi padėti ugdyti savitarpio supratimą pakantumą ir draugystę tarp visų tautu rasinių ir religinių grupių taip pat turi skatini Suvienytųjų Nacijų Organizacijos vykdomą taikos išsaugojimo beiklą Tėvai turi primenybės teisę parenkant savo vaikų mokymą
Malagasy,Manan jo hahazo fanabeazana ny olon drehetra Tokony ho maimaim  poana izany farafaharatsiny any amin ny fampianarana fototra Tsy maintsy atao ny fampianarana ambaratonga voalohany Ny fampianarana teknika sy fanofanana ara asa kosa dia tokony ho azon ny rehetra hidirana araka ny fahaizan ny tsirairay Ny fanabeazana dia tokony hikendry ny fivelaran ny maha olona  hanamafy ny fanajana ny fahafahana sy zo fototra hampanjaka ny fifandeferana sy ny fifankatiavana eo amin ny olon drehetra sy ny firenen tsamihafa  ary hikatsaka izay hampandrosoana ny asan ny Firenena Mikambana ho amin ny fitandroana ny fandriampahalemana Ny ray aman dreny ihany no voalohany manan jo hifidy izay karazam  panabeazana omena ny zanany ANDININY FAHA
Malay,1 1)Setiap orang adalah berhak kepada pelajaran Pelajaran hendaklah  diberikan percuma sekurang kurangnya pada peringkat awal dan  asasnya Pelajaran peringkat awal hendaklah diwajibkan Pelajaran  teknikal serta profesional hendaklah disediakan untuk umum dan  pelajaran tinggi hendaklah mempunyai akses yang samarata kepada  semua orang atas dasar kebolehan   2 Pelajaran hendaklah ditujukan kepada perkembangan sepenuhnya  keperibadian manusia dan ke arah memperkukuhkan lagi rasa hormat  bagi hak hak dan kebebasan asasi manusia lanya hendaklah memupuk  persefahaman kesabaran dan persahabatan di kalangan semua negara  bangsa atau kumpulan kumpulan ugama dan hendaklah memajukan  segala kegiatan Bangsa Bangsa Bersatu demi memelihara keamanan   3 Ibu bapa mempunyai hak terdahulu untuk memilih jenis pelajaran yang  akan diberikan kepada anak anak mereka   Perkara
Mandarin,tiáo ㈠ rén rén dū yǒu shòu jiào yù de quán lì  jiào yù yīng dāng miǎn fèi  zhì shǎo zài chū jí hé jī běn jiē duàn yīng rú cǐ  chū jí jiào yù yīng shǔ yì wù xìng zhì  jì shù hé zhí yè jiào yù yīng pǔ biàn shè lì  gāo děng jiào yù yīng gēn jù chéng jì ér duì yī qiē rén píng děng kāi fàng  ㈡ jiào yù de mù de zài yú chōng fēn fā zhǎn rén de gè xìng bìng jiā qiáng duì rén quán hé jī běn zì yóu de zūn zhòng  jiào yù yīng cù jìn gè guó  gè zhǒng zú huò gè zōng jiào jí tuán jiān de liǎo jiě  róng rěn hé yǒu yì  bìng yīng cù jìn lián hé guó wéi hù hé píng de gè xiàng huó dòng  ㈢ fù mǔ duì qí zǐ nǚ suǒ yīng shòu de jiào yù de zhǒng lèi  yǒu yōu xiān xuǎn zé de quán lì  dì
Maori,Rua tekau ma ono a E whai tika ana ia tangata ki te mātauranga Me kore utu te mātauranga ki roto i ngā kura tuatahi me ngā pūtaketanga o te ako Me uru te katoa o ngā tamariki ki te kura tuatahi Me whānui te whakarato i te mātauranga hangarau me te mātauranga ngaio ā me āhei ngā whare wānanga ki ngā tāngata katoa ki runga i te āhua o ō rātau pūkenga b Ko te aronga matua o ngā mahi mātauranga he whakatipu i te wairua o te tangata ko te whakapiki i te whakaaro nui o te tangata ki ngā tika tangata me ngā herekoretanga taketake Mā ngā mahi mātauranga nei me whakatairanga ko te māramatanga o tētahi ki tētahi ko te aroha ko te whakahoatanga ki waenga i ngā whenua i ngā iwi i ngā whakapono me tautoko hoki i ngā mahi a Te Kotahitanga o te Ao e mau ai te rongo c E whai tika ana ngā mātua ki te whiriwhiri i te momo mātauranga me whakawhiwhi ki ā rātau tamariki Rārangi
Nigerian Pidgin,1 Evri bodi get right to go skul Skul go de free at least for di start level Nursery and primary  go de important Technical and professional skul go de and unifasiti go de easy to henta  base on say persin pass     2 Edukeshun go go straight to divelop persin well well and to strong di respect for wuman  right and freedom E go promote mek dem onstan der sef  fi stan der sef and becom friens  among der sef weda dem be different tribe or get different religious groups and go mek di  work of di United Nations go well to get peace       3 Papa and Mama get right to shus di kain edukeshun for der pikin   ARTICLE
Norwegian,1 Enhver har rett til undervisning Undervisningen skal være gratis i det  minste på de elementære og grunnleggende trinn  Elementærundervisning skal være obligatorisk Alle skal ha adgang til  yrkesopplæring og det skal være lik adgang for alle til høyere  undervisning på grunnlag av kvalifikasjoner   2 Undervisningen skal ta sikte på å utvikle den menneskelige personlighet  og styrke respekten for menneskerettighetene og de grunnleggende  friheter Den skal fremme forståelse toleranse og vennskap mellom alle  nasjoner og rasegrupper eller religiøse grupper og skal støtte De Forente  Nasjoners arbeid for å opprettholde fred   3 Foreldre har fortrinnsrett til å bestemme hva slags undervisning deres  barn skal få   Artikkel
Occitan,Tota persona a drech a l educacion L educacion deu èsser a gratis al mens en çò que pertòca a l ensenhament elementari e fondamental L ensenhament elementari serà obligatòri L ensenhament tecnic e professional serà generalisat l ensenhament superior serà dubèrt a totes d un biais parièr en foncion dels meritis de cadun L educacion aurà coma finalitat lo plen desvolopament de la personalitat umana e l afortiment del respècte qu es degut als dreches de l òme e a las libertats fondamentalas Deu favorir la compreneson la tolerància e l amistat entre totas las nacions e totes los grops etnics o religioses emai los desvolopament de las activitats de las Nacions Unidas per manténer la patz Son los parents qu an en primièr lo drech de causir la mena d educacion que se donarà als mainatges Article
