Language,Text
Samoan,E leai se tagata e tatau ona taofia faamalosi i se faiga taufaa pologa po o le nofo pologa o faiga  faapologa ma le faatauina o tagata pologa e tatau ona faasaina i ona tulaga uma  Mataupu
Scots,Naebody shal be hauden in thirldom or slavery slavery and the slave trade shal be  prohibit in aw their forms    Airticle
Serbian,Niko se ne sme držati u ropstvu ili potčinjenosti ropstvo i trgovina robljem  zabranjeni  su u svim oblicima  Član
Spanish,Nadie estará sometido a esclavitud ni a servidumbre la esclavitud y la trata de  esclavos están prohibidas en todas sus formas   Artículo
Swahili,Mtu ye yote asifanywe mtumwa au mtwana utumwa na biashara yake ni  marufuku kwa kila hali   Kifungu cha
Swedish,Ingen får hållas i slaveri eller träldom slaveri och slavhandel i alla dess former skall vara förbjudna    Artikel
Tagalog,Walang sino mang aalipinin o bubusabusin ipagbabawal ang ano mang anyo ng  pang aalipin at ang pangangalakal ng alipin   Artikulo
Tahitian,'Eiaha roa te ta'ata ia mau i te fa'aterera'a fa'atītī e i te fa'afaora'a e 'opani 'eta'eta roa hia te fa'aterera'a fa'atītī e te tapiho'ora'a i te mau tītī  'IRAVA
Tongan,Kunyina weelede kuba muzike antela cibelesyo buzike alimwi amakwebo  aabuzike zyeelede kukasyigwa munzila zyoonse  Kapango
Turkish,Hiç kimse kölelik veya kulluk altında bulundurulamaz kölelik ve köle ticareti her  türlü şekliyle yasaktır   Madde
Turkmen,Hiç kim gulçulykda ýa da baknalykda saklanyp bilinmez gulçulygyň we gul    söwdasynyň ähli görnüşleri gadagan edilýär Madda
Ukrainian,Nixto ne povynen buty v rabstvi abo u pidnevilʹnomu stani rabstvo i rabotorhivlja zaboronjajutʹsja v usix jix vydax  Stattja
Uzbek,modda  Hech kim qullikda eki qaramlikda saqlanishi mumkin emas qullik va qul  savdosining barcha turlari taqiqlanadi
Venda,A hu na muthu ane a ḓo dzheniswa kha zwa vhuphuli kana vhushumeli zwa vhuphuli na  mbambadzo ya dziphuli zwi ḓo iledzwa nga nḓila dzoṱhe    Tshiteṅwa
Welsh,Ni ddylid dal neb yn gaethwas nac mewn caethiwed dylid gwahardd  caethwasiaeth a'r fasnach gaethweision ym mhob un o’u hagweddau  Erthygl
Xhosa,Akukho namnye oya kugcinwa ebukhobokeni nakukhuselo lomnye umntu kanti  urhwebo ngamakhoboka aluvumelekanga nangayiphina indlela   Inqaku lesi
Yoruba,A kò gbo̟dò̟ mú e̟niké̟ni ní e̟rú tàbí kí a mú un sìn e̟rú níní àti ò wò e̟rú ni a gbo̟dò̟ fi òfin dè ní gbogbo ò̟nà  Abala
Zulu,Akekho oyoba isigqila noma agqilazwe ukuhweba ngezigqila kuyovinjwa  ngezindlela zonke   Isigaba
